issuekey,storypoint,context,codesnippet,Bug,Epic,Improvement,New Feature,Story,Sub-task,Technical task,Android,BlackBerry,CLI,Code Processor,Core,Drillbit,Hyperloop,LiveView,MobileWeb,Release,TiAPI,Tooling,Windows,iOS
TIMOB-17531,5.0,"Add device-specific logic to ioslib Querying what devices are present, installing to device, logging messages from device",,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
TIMOB-17565,3.0,"Android-L: KS Phone-> Gallery crashes when backing out of test In KitchenSink, go to Phone -&gt; Photo Gallery. Hit the back button, observe crash

","<code>
08-26 16:54:37.232: E/AndroidRuntime(2664): Caused by: java.lang.NullPointerException: Attempt to invoke virtual method 'boolean java.lang.String.startsWith(java.lang.String)' on a null object reference
08-26 16:54:37.232: E/AndroidRuntime(2664): 	at org.appcelerator.titanium.io.TiFileFactory.createTitaniumFile(TiFileFactory.java:56)
08-26 16:54:37.232: E/AndroidRuntime(2664): 	at ti.modules.titanium.media.MediaModule.createDictForImage(MediaModule.java:823)
08-26 16:54:37.232: E/AndroidRuntime(2664): 	at ti.modules.titanium.media.MediaModule$1.onResult(MediaModule.java:794)
08-26 16:54:37.232: E/AndroidRuntime(2664): 	at org.appcelerator.titanium.util.TiActivitySupportHelper$1.onResult(TiActivitySupportHelper.java:58)
08-26 16:54:37.232: E/AndroidRuntime(2664): 	at org.appcelerator.titanium.util.TiActivitySupportHelper.onActivityResult(TiActivitySupportHelper.java:107)
08-26 16:54:37.232: E/AndroidRuntime(2664): 	at org.appcelerator.titanium.TiBaseActivity.onActivityResult(TiBaseActivity.java:632)
08-26 16:54:37.232: E/AndroidRuntime(2664): 	at android.app.Activity.dispatchActivityResult(Activity.java:5922)
08-26 16:54:37.232: E/AndroidRuntime(2664): 	at android.app.ActivityThread.deliverResults(ActivityThread.java:3422)
08-26 16:54:37.232: E/AndroidRuntime(2664): 	... 10 more

<code>

Test should not crash
</code></code>",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TIMOB-17568,3.0,"Update the classpath for android module template The .classpath file of the Android module template is currently placed in the platform folder (Android). These dot files (.classpath, .project and .settings) are required to be in the root of the project to recognize as a valid Java project and to update the library paths.

Studio will copy the dot files from Android folder to root folder. However, the classpath file has to be updated with the correct src path pointing to android/src and android/build/.apt_generated.",,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
TIMOB-17581,5.0,"CLI: Running ""ti create --platforms"" does not prompt for the target platform to be used and creates the project successfully. Description:
Running ""ti create"" prompts the user to pick a platform for the project.
Running ""ti create --platforms"" skips that step and prompts for the Project name.

The issue is reproducible with CLI 3.3.0.
STEPS TO REPRODUCE
1. Open a terminal window
2. Run 'ti create --platforms'
3. Type in a valid Project name and all prompted values

EXPECTED RESULT
The CLI should notice the missing parameters for the platform and ask for a valid input.

ACTUAL RESULT
CLI creates the project successfully for non of the platforms.

",,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
TIMOB-17585,5.0,"Android: HTTPClient: Invalid Status Codes returned in 3.3.0.GA SDK h4. Problem Description
When a GET request should be returning a status of ""301"" or ""302"", I have the 3.3.0 GA SDK returning a ""200"".

Switching back to the 3.2.3 GA SDK fixes the problem.

When we have tested using the following code, the status returned is ""302"" in 3.3.0.GA and ""301"" in 3.2.3.GA.
 
h4. Steps to reproduce 
    a) Create a simple project.
    b) Update this code in app.js:

","<code>var xhr = Titanium.Network.createHTTPClient();
xhr.autoRedirect = false;
xhr.allResponseHeaders = true;

// what to do if it loads
xhr.onload = function(e) {

	Ti.API.log('Status = ' + this.getStatus());

	if (this.getStatus() == 301) {
		Ti.API.log('Redirect to ' + this.getResponseHeader('location'));
	} else {
		Ti.API.log('This should have returned a 301 not a 200');
	}
};

xhr.open('GET', 'http://google.co.nz');
xhr.send();<code>

    c) Run this with testing environment
 


h4. Test results

In Titanium SDK: 3.3.0.GA 

[DEBUG]: Application booted in 125.191987 ms
[INFO] : Status = 302
[INFO] : This should have returned a 301 not a 200

In Titanium SDK: 3.2.3.GA 

[DEBUG]: Application booted in 110.395968 ms
[INFO] : Status = 301
[INFO] : Redirect to http://www.google.co.nz/
</code></code>",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TIMOB-17589,5.0,"CLI: Running ""ti create --url"" does not prompt for  your company/personal URL and creates the project successfully. Description:
Running ""ti create"" prompts the user for your company/personal URL along with other inputs.
Running ""ti create --url"" skips that step and creates project successfully.

The issue is reproducible with CLI 3.3.0.

STEPS TO REPRODUCE
1. Open a terminal window
2. Run 'ti create --url'
3. Type in a valid Project name and all prompted values

EXPECTED RESULT
The CLI should notice the missing parameters for the url and ask for a valid input.

ACTUAL RESULT
The CLI creates the project successfully without prompting for the URL value.",,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
TIMOB-17612,5.0,"Titanium Android: HTTPClient doesn't decompress gzipped data for error responses Gzipped data isn't decompressed if the response status code is &gt;=400 (https://github.com/appcelerator/titanium_mobile/blob/master/android/modules/network/src/java/ti/modules/titanium/network/TiHTTPClient.java#L273-L275)

Whereas for response status codes &lt;400, the response is properly decompressed.
(https://github.com/appcelerator/titanium_mobile/blob/master/android/modules/network/src/java/ti/modules/titanium/network/TiHTTPClient.java#L285)",,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TIMOB-17619,13.0,"iOS: The view flickers on orientation change when its container has a layout property The view flickers on device orientation change when the container window / view has a layout property. The flicker does not show on first orientation change but then on flickers on each change in orientation.

This is a Regression as the views did not flicker with SDK 3.3.0.GA

Steps to Reproduce:
1. Create an app with code below and launch it on a device
2. Change the orientation of the device more than once.

Actual Result:
The blue view can be seen flickering and it shows the white background behind whenever the device orientation is changed.

Expected Result:
The views should not flicker.

","<code>
var win = Titanium.UI.createWindow({  
    title:'Tab 1',
    backgroundColor:'#fff',
    layout:'horizontal'
});

var view = Ti.UI.createView({
	width : 100,
	height : 200,
	backgroundColor : 'blue'
});
win.add(view);

var view2 = Ti.UI.createLabel({
	width : Ti.UI.FILL,
	height : 200,
	backgroundColor : 'green',
	textAlign : 'right',
	text : 'TEST'
});
win.add(view2);

win.open();
<code></code></code>",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
TIMOB-17631,13.0,"iOS8: Setting document in a WebView by URL does not work h5.Description

In KitchenSink-&gt;XHR-&gt;File Download the Set Web View(url) option does not display the file after it has been downloaded. If you use Set Web View (data) then the file will display fine.

*Notes*

This works in iOS7.

h5.Steps To Reproduce

1. Add the attached app.js to an existing project
2. Tap Set Web View (url)

h5.Actual Result

The file will not show but the web view will be present as shown by the label 'The webview will hide me!' being hidden

h5.Expected Result

The file should show ",,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
TIMOB-17642,8.0,"iOS8: LANDSCAPE_RIGHT image is cut off and is not centered h5. To reproduce
Run the following test in portrait mode
app.js
","<code>
var win = Ti.UI.createWindow({
	backgroundColor:'white'
});

var img = Ti.UI.createImageView({image:'grouch.jpg'});

win.add(img);

win.orientationModes = [
    Ti.UI.LANDSCAPE_RIGHT
];

win.open();

<code>
h5. Actual result
Please, refer  to the screen capture</code></code>",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
TIMOB-17644,8.0,"Constant permission requests every time app is compiled to device using Yosemite  Each time I compile an app using Ti SDK 3.4 and target a physical device I am asked to provide my Mac credentials before the process will place the app on the device.

This occurs after the ""image optimisation"" console output and before any mention of the app being transferred to the device.

The device is an iPhone 5 running iOS8b5.

The dialog box context is as follows;

  OS X wants to make changes.  Type an administrator's name and password to allow this.
  OS X wants to use the ""System"" keychain.

The only two buttons offered are 'Deny' &amp; 'Allow'.  There is no option to always allow.

Provided the correct details are entered the app will successfully transfer to the device and does not appear to suffer any issues directly related to the security dialog.",,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
TIMOB-17648,5.0,"iOS8: iPad Alert dialog does not consider window orientation modes h2. Description
We have modal window and a button. when user clicks on the button alert pops up.
The app is supposed to have only portrait orientation which is set in tiApp.xml file.
When alert pops up, the device supports orientation change.

h2. Testcase
Step to reproduce:
1.Tap on the button in the main window,which opens modal window.
2.Tap on the button in modal window that brings up alert dialog.
3.Try rotating the device and orientation is supported
","<code>

//app.js
var win = Ti.UI.createWindow({
backgroundColor : '#fff',
    
orientationModes : [Ti.UI.PORTRAIT] //to be sure
});
 
 
var clickMeBtn = Ti.UI.createButton({
 
title : 'Click to open modal window'
});

var cancelBtn = Ti.UI.createButton({
 
title : 'cancel'
});

var modalWin = Ti.UI.createWindow({
backgroundColor : '#bbb',
    
modal : true,
    
orientationModes : [Ti.UI.PORTRAIT] //to be extra double sure
});

var modalButton = Ti.UI.createButton({
title : 'Click to test Orientation'
});
modalWin.add(modalButton); 
modalWin.setLeftNavButton(cancelBtn);
 
win.add(clickMeBtn);
  
 
clickMeBtn.addEventListener('click',function(_event){
 
 modalWin.open();
 
});

modalButton.addEventListener('click', function(e) {
   var dialog = Ti.UI.createAlertDialog({
    message: 'Rotate device to see the orientaion change',
    ok: 'Okay',
    title: 'File Deleted'
  }).show(); 
//alert('Rotate device to see the orientaion change');
});

cancelBtn.addEventListener('click', function(e){
	modalWin.close();
});
 
win.open();
<code>

In tiapp.xml
<code>
<iphone>
<orientations device=""iphone"">
<orientation>Ti.UI.PORTRAIT</orientation>
</orientations>
<orientations device=""ipad"">
<orientation>Ti.UI.PORTRAIT</orientation>
</orientations>
</iphone>
<code></code></code></code></code>",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
TIMOB-17649,8.0,"CLI: Xcode 6 is not hidden from ""ti info"" with TiSDK 3.3.0 and older When running {{ti info -t ios --sdk 3.3.0.GA}} on a machine that has Xcode 6 or newer installed, it doesn't properly remove Xcode 6 from the detected Xcodes.

Note: it does remove Xcode 6 from the build command's perspective.",,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
TIMOB-17651,5.0,"CLI: Running ""ti build -p iOS --ios-version 7.1"" command gives an error as invalid value even if Xcode 5.1.1 is installed on the test machine. Description:
The test machine is having installation for Xcode 5.1.1 and Xcode 6 beta 7 in applications.
Running ""ti build -p iOS --ios-version 7.1"" command gives error message as invalid value and prompt the user with iOS SDK version 8.0 option only as a valid value.

This is a regression.
With CLI 3.3.0 and Titanium SDK 3.3.0.GA, I am able to choose the installed iOS SDK version.

STEPS TO REPRODUCE
1. Open a terminal window
2. Create a project and you have to ""cd"" to this project to be able to run command ""build"".
3.Run ""ti build -p iOS --ios-version 7.1"" command.

EXPECTED RESULT
3.Project should build successfully with IOS SDK Version 7.1 and respective Xcode.

ACTUAL RESULT
3. CLI gives an error message for IOS SDK 7.1 as invalid value.It gives IOS SDK 8.0 only as a valid value for the latest CLI and Titanium SDK.

KAGRAWAL-MBP:apple kagrawal$ ti build -p ios --ios-version 7.1
Titanium Command-Line Interface, CLI version 3.4.0-beta, Titanium SDK version 3.4.0.v20140908144913
Copyright (c) 2012-2014, Appcelerator, Inc.  All Rights Reserved.

Please report bugs to http://jira.appcelerator.org/

[ERROR] Invalid ""--ios-version"" value ""7.1""

Which iOS SDK version would you like to build with?
 1)  8.0
Select an iOS SDK version by number or name: 
",,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
TIMOB-17653,2.0,"iOS: Option Dialog shown truncated on orientation change when project resources don't have Default-568h@2x.png file For a project that does not have the file Default-568h@2x.png, required for 4"" screen iPhone, in the resources then the option dialog truncates on orientation change.

This is a regression as this issue did not occur with SDK 3.3.0.

Steps to Reproduce:
1. Create a new project
2. Delete the file 'Default-568h@2x.png' from Resources &gt; iPhone folder of the project
3. Replace the app.js with the code below
4. Run the app on an iOS device (a 4"" screen device) in portrait mode
5. In the app, click on button 'here'. the option dialog is shown
6. Rotate the device to landscape orientation

Actual Result:
The option dialog is shown truncated. Refer to attached screenshot

","<code>
var win = Titanium.UI.createWindow({
	backgroundColor : 'white'
});
	
var dialog = Titanium.UI.createOptionDialog({
    title: 'Hello',
    options: ['Option 1','Option 2'],
    cancel:1
});
 
var btn = Ti.UI.createButton({title:'here'});
 
btn.addEventListener('click', function(){
    dialog.show();
});
 
win.add(btn);
win.open();
<code></code></code>",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
TIMOB-17657,3.0,"iOS8: Map in a webview does not load A Map inside a webview does not load on iOS 8 device.

The issue does not occur on iOS 7.

Steps to Reproduce:
1. Run the app with the code below

Actual Result:
The Map contents do not load. It shows the zoom in and zoom out button but the map remains blank. Also it does not prompt for permissions to use location services, as it does on iOS 7.

Expected Result:
The map on the webview should load successfully

","<code>
var _window = Ti.UI.createWindow({
	top : '20dp',
	width : Ti.UI.FILL,
	height : Ti.UI.FILL
});

_window.add(Ti.UI.createWebView({
	width : Ti.UI.FILL,
	height : Ti.UI.FILL,
	url : 'http://leafletjs.com/examples/mobile-example.html'
	//url: 'https://maps.google.com'
}));
_window.open();
<code> </code></code>",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
TIMOB-17658,13.0,"iOS8: Orientation locked in portrait when returning from image capture and rotating the iPad device h6.Issue description
Orientation locked in portrait when returning from image capture and rotating the iPad device

h6.Steps to reproduce
Please use the sample attached.
# Launch the app in Landscape mode with the Home button on the right 
# Rotate the app around, notice the UI changes to reflect the orientation correctly. 
# Get it back into landscape mode. 
# Click Launch Camera 
# Click the (X) button and then immediately rotate the tablet to portrait up or portrait down. 
# Notice that the image capture view will close but then the app gets skewed into an akward orientation. (Seems to be in portrait but its in landscape orientation. See the attached screenshot called iPad_RDC_Oreintation_Akward.png.) 
# Keep rotating the device, notice that you cannot get the app back on screen fully. The app is now stuck in this orientation state. ",,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
TIMOB-17659,5.0,"iOS: map camera encounters ""Collection <__NSArrayM: 0x16460ef0> was mutated while being enumerated"" Homes.com is encountering the below error when toggling between annotations on a map when using the map camera. See their message here:

""The issue pertains to centering the map on top of an annotation after it is clicked. The idea is that when a user clicks on a map annotation, the map will move over the annotation and then a custom popup will load over the annotation. 
We were able to make the map pan over an annotation by updating the map region. However, because specifications provided required that the map be zoomed in a lot closer to the pins, it meant that we had to use the map camera on iOS. Doing this lead to the issue we are now experiencing. 
Please find attached a copy of a simple project that shows this issue and a copy of the error log we get. 
Also, the error that we get has only happened on the device and not in the simulator.""

Below is the crash as I encounter it. Attached is the sample project and the customer's log.
","<code>
[ERROR] :  Script Error {
[ERROR] :      backtrace = ""#0 () at :621"";
[ERROR] :      line = 42;
[ERROR] :      message = ""*** Collection &lt;__NSArrayM: 0x16460ef0&gt; was mutated while being enumerated."";
[ERROR] :      sourceId = 59385408;
[ERROR] :  }
[ERROR] :  The application has crashed with an uncaught exception 'NSGenericException'.
[ERROR] :  Reason:
[ERROR] :  *** Collection &lt;__NSArrayM: 0x16460ef0&gt; was mutated while being enumerated.
[ERROR] :  Stack trace:
[ERROR] :  
[ERROR] :  0   CoreFoundation                      0x2fd70e83 <redacted> + 130
[ERROR] :  1   libobjc.A.dylib                     0x3a0cd6c7 objc_exception_throw + 38
[ERROR] :  2   CoreFoundation                      0x2fd70971 <redacted> + 0
[ERROR] :  3   MapKit                              0x30f0da31 <redacted> + 132
[ERROR] :  4   MapKit                              0x30f0d987 <redacted> + 26
[ERROR] :  5   MapKit                              0x30f29151 <redacted> + 1736
[ERROR] :  6   MapKit                              0x30f2a91d <redacted> + 80
[ERROR] :  7   VectorKit                           0x377729a7 <redacted> + 66
[ERROR] :  8   VectorKit                           0x37784383 <redacted> + 862
[ERROR] :  9   VectorKit                           0x37783ff7 <redacted> + 142
[ERROR] :  10  QuartzCore                          0x321cbad3 <redacted> + 98
[ERROR] :  11  QuartzCore                          0x321cb87d <redacted> + 344
[ERROR] :  12  IOMobileFramebuffer                 0x34dfb76d <redacted> + 104
[ERROR] :  13  IOKit                               0x30a52be5 IODispatchCalloutFromCFMessage + 248
[ERROR] :  14  CoreFoundation                      0x2fd30b81 <redacted> + 136
[ERROR] :  15  CoreFoundation                      0x2fd3b777 <redacted> + 34
[ERROR] :  16  CoreFoundation                      0x2fd3b713 <redacted> + 346
[ERROR] :  17  CoreFoundation                      0x2fd39edf <redacted> + 1406
[ERROR] :  18  CoreFoundation                      0x2fca4471 CFRunLoopRunSpecific + 524
[ERROR] :  19  CoreFoundation                      0x2fca4253 CFRunLoopRunInMode + 106
[ERROR] :  20  GraphicsServices                    0x349de2eb GSEventRunModal + 138
[ERROR] :  21  UIKit                               0x32559845 UIApplicationMain + 1136
[ERROR] :  22  homes test                          0x0003f573 homes test + 34163
[ERROR] :  23  libdyld.dylib                       0x3a5c6ab7 <redacted> + 2
[ERROR] :  *** First throw call stack:
[ERROR] :  (0x2fd70e83 0x3a0cd6c7 0x2fd70971 0x30f0da31 0x30f0d987 0x30f29151 0x30f2a91d 0x377729a7 0x37784383 0x37783ff7 0x321cbad3 0x321cb87d 0x34dfb76d 0x30a52be5 0x2fd30b81 0x2fd3b777 0x2fd3b713 0x2fd39edf 0x2fca4471 0x2fca4253 0x349de2eb 0x32559845 0x3f573 0x3a5c6ab7)
<code></code></redacted></redacted></redacted></redacted></redacted></redacted></redacted></redacted></redacted></redacted></redacted></redacted></redacted></redacted></redacted></redacted></redacted></code>",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
TIMOB-17661,5.0,"iOS8: Alert dialog distortion on rotation h5. To reproduce
fromgit/titanium_mobile_tests_internal/FeatureTest/Map/module_map
run  5275 test
1. click any annotation, get an alert and rotate the device

h5. Actual result
Alert dialog is cut off

app.js
","<code>
var MapModule = require('ti.map');
var win = Ti.UI.createWindow({
	backgroundColor : 'white'
});

var latitude = 37.390749;
var longitude = -122.08165;

var annotations = [];

for (var i = 0; i &lt; 20; i++) {

	var annotation = MapModule.createAnnotation({
		latitude : latitude + (0.02 * i),
		longitude : longitude - (0.02 * i),
		title : ""Annotation Test"",
		pincolor : MapModule.ANNOTATION_RED,
		animate : true
	});

	annotations.push(annotation);
};

var map = MapModule.createView({
	mapType : MapModule.NORMAL_TYPE,
	region : {
		latitude : latitude,
		longitude : longitude,
		latitudeDelta : 0.5,
		longitudeDelta : 0.5
	},
	animate : false,
	regionFit : true,
	annotations : annotations
});

map.addEventListener('click', function(e) {
	alert(e);
});

win.add(map);

win.open();

<code>
1. Install</code></code>",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
TIMOB-17665,8.0,"iOS8: userLocation is not displayed when using ti.map module h5. To reproduce
1. Run the sample code, make sure to add ti.map module to tiapp.xml
","<code>
var MapModule = require('ti.map');

var window = Ti.UI.createWindow({
	backgroundColor : 'white'
});

Titanium.UI.setBackgroundColor('#000');

window.title = 'Test';
window.backgroundColor = '#000';
window.exitOnClose = true;

window.add(MapModule.createView({
	userLocation : true
}));

window.open(); 
<code>
h5. Actual result
No permission to use the user current location, no pin to display it.</code></code>",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
TIMOB-17670,5.0,"iOS8: DocumentViewer not displaying PDF files h3. Issue

Using DocumentViewer on iOS 8 is not rendering PDF files.

h3. Steps to repro

1. Run test case  (test.zip)
2. Click on Launch Doc button
3. On the navigation bar press the done button
4. Click on Launch PDF button

h5. Expected result:

After clicking on Launch Doc button the .docx file is rendered in the DocumentViewer and after clicking on Launch PDF button the .pdf file is also  shown in the DocumentViewer.

h5. Actual result:

After clicking on Launch Doc button the .docx file is rendered in the DocumentViewer and after clicking on Launch PDF button the .pdf file is not being shown by the DocumentViewer.

h3. Sample code

","<code>
var win = Ti.UI.createWindow(); 
// Use a NavigationWindow to create a navigation bar for the window 
var navWin = Ti.UI.iOS.createNavigationWindow({window: win}); 

var navButton = Titanium.UI.createButton({title:'Launch'}); 
win.RightNavButton = navButton; 

var docButton = Titanium.UI.createButton({ 
title:'Launch Doc', 
height:40, 
width:200, 
top:230 
}); 
win.add(docButton); 

var pdfButton = Titanium.UI.createButton({ 
title:'Launch PDF', 
height:40, 
width:200, 
top:280 
}); 
win.add(pdfButton); 

// Create a document viewer to preview a PDF file 
docViewer = Ti.UI.iOS.createDocumentViewer(); 
// Opens the options menu and when the user clicks on 'Quick Look' 
// the document viewer launches with an animated transition 
navButton.addEventListener('click', function(){ 
	docViewer.show({view:navButton, animated: true}); 
}); 
// The document viewer immediately launches without an animation 
docButton.addEventListener('click', function(){
	docViewer.url = 'test1.docx';
	docViewer.show();
	}); 
pdfButton.addEventListener('click', function(){
	docViewer.url = 'test.pdf';
	docViewer.show();
	}); 

navWin.open();
<code>

h3. Additional info

There are reports of this happening on native also apparently related to changes in how to call the UIDocumentInteractionController

http://stackoverflow.com/questions/25430069/uidocumentinteractioncontroller-displaying-blank-pdf</code></code>",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
TIMOB-17692,3.0,"iOS: Cannot load saved images anymore This was working fine with SDK 3.3.0, but since 3.4.0-beta, my app cannot load previously saved images anymore...

message = ""invalid image type"";
[ERROR] :      nativeLocation = ""-[TiUIImageView setImage_:] (TiUIImageView.m:685)"";
[ERROR] :      nativeReason = ""expected TiBlob, String, TiFile, was: TiBlob"";

Strangely, it seems to expect a TiBlob, and gets one, but doesn't load it...",,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
TIMOB-17800,5.0,"Studio: iOS Distribution progress continues even long after the project has been packaged The iOS Distribution progress continues after the project has been published (ad-hoc or iTunes Store) and halts the progress of other actions.

The issue occurs only when the currently selected Xcode is Xcode 6. Is does not happen when tested with XCode 5.1.1

Steps to Reproduce:
1. Use Xcode select to switch to Xcode 6 GM/beta
2. Create a project
3. Select Publish &gt; Distribute - Ad Hoc/Enterprise

Actual Result:
The project build and packaging is successful but the progress bar continues to show iOS Distribution in progress for a long time. Refer to attached screenshot.
With Xcode 5.1.1, the progress stops as soon as the console shows the success message for package.",,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
TIMOB-17684,13.0,"iOS8: iPad Snapshot Splash is rotated sideways when in Landscape mode h6.Issue description
If the device is in landscape mode when the user goes into multitask mode on iOS (Double Tap Home Button) the splash screen snapshot is shown rotated sideways in the portrait orientation (As seen in the Screen shoot attached).

When using the Ti.App.setForceSplashAsSnapshot(true); property and the 3.3.0.GA TiSDK and iOS 7 SDK on iOS 7 device when the user goes into multitask mode on iOS (Double Tap Home Button) the splash screen snapshot is shown in the orientation that the app is in (screen shoot attached to illustrate this). 

h6.Steps to reproduce 
# Launch App 
# In portrait mode double tap home button. 
# Notice the splash screen image shown is in the correct portrait orientation 
# Rotate it to landscape mode 
# Multitask by double tapping the home button 
# Notice that the splash screen image is shown rotated sideways. It appears to be stuck in portrait mode. 

h6.Sample code
Reproduced at iOS8 Ipad Simulator.
","<code>
Titanium.UI.setBackgroundColor('#000');

// create tab group
var tabGroup = Titanium.UI.createTabGroup();
Ti.App.setForceSplashAsSnapshot(true);
var win1 = Titanium.UI.createWindow({  
    title:'Tab 1',
    backgroundColor:'#fff'
});
var tab1 = Titanium.UI.createTab({  
    icon:'KS_nav_views.png',
    title:'Tab 1',
    window:win1
});

var label1 = Titanium.UI.createLabel({
	color:'#999',
	text:'Click',
	font:{fontSize:20,fontFamily:'Helvetica Neue'},
	textAlign:'center',
	width:'auto'
});

win1.add(label1);

label1.addEventListener('click', function(e) {
    alert(e);
});
 
var win2 = Titanium.UI.createWindow({  
    title:'Tab 2',
    backgroundColor:'#fff'
});
var tab2 = Titanium.UI.createTab({  
    icon:'KS_nav_ui.png',
    title:'Tab 2',
    window:win2
});

tabGroup.addTab(tab1);  
tabGroup.addTab(tab2);  
tabGroup.open();
<code>

h6.Additional details
Since our docs says it only works at device there is an attached sample app to illustrate: 3.4_Splash_SnapShot_Sideways.zip 

A picture is attached which shows the issue called: SplashSnapshotSideways.png 

This was also reproduced with iPad (Gen 3) running 8.0 Beta 5 using

- http://docs.appcelerator.com/titanium/latest/#!/api/Titanium.App-property-forceSplashAsSnapshot</code></code>",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
