issuekey,storypoint,context,codesnippet,Bug,Improvement,New Feature,Story,Task, Acegi, PGP, SXC, WS-Security), XPath, XSLT,Batch,Build: (other),Build: Distributions,Build: Integration Tests,Build: Libraries / Dependencies,Build: Maven,Core: (other),Core: API,Core: Bootstrap / Standalone,Core: Components,Core: Concurrency / Threading,Core: Configuration,Core: Containers,Core: Deployment,Core: Domains shared resources,Core: Endpoints,Core: Event/Message,Core: Exception Handling,Core: Expressions,Core: Flow,Core: Lifecycle,Core: Logging,Core: Non-Blocking,Core: Properties,Core: Queues (SEDA) / Persistence,Core: Registry,Core: Routing / Filters,Core: Services,Core: Sessions,Core: Streaming,Core: Transactions,Core: Transformers,Core: Transports,Core: Watermark,Documentation / Website,Examples / Tutorials,Extensions,Extensions API,Modules: (other),Modules: CXF,Modules: Database,Modules: Devkit Support,Modules: HTTP,Modules: JSON,Modules: Jersey,Modules: Management / JMX,Modules: Scripting,Modules: Security (Spring Security,Modules: Spring,Modules: Validators,Modules: WS Consumer,Modules: XA Transactions,Modules: XML,Schema,Tools,Transport: Axis,Transport: Email,Transport: FTP / SFTP,Transport: File,Transport: HTTP(S) / Jetty,Transport: JDBC,Transport: JMS,Transport: TCP / UDP / SSL / Multicast,Transport: VM,Transport: XMPP (Jabber),e: DataSense,sdk
MULE-8197,5.0,"Listener response streaming only returns part of body. If you edit this test case to use larger body sizes, then tests begin to fail:

org.mule.module.http.functional.listener.HttpListenerResponseStreamingTestCase",,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MULE-8201,3.0,"Exception in HTTP listener when path=""/"" and basePath=""/"" When using an http:listener with path=""/"", and referencing a listener-config where basePath=""/"", then an ArrayIndexOutOfBounds exception is thrown when receiving a request.",,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MULE-8202,5.0,"HTTP requester not adding the reason phrase in the response The HTTP requester is adding an inbound property with the status code of the response, but no property with the reason phrase. Currently there is no way of getting the reason phrase of the response, analyze if it makes sense to add another inbound property with the reason phrase.

The status code validator should also include the reason phrase when failing due to an invalid status code in the response. This is useful when consuming REST APIs that add information in the reason phrase of an error status code response.",,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MULE-8205,8.0,"Listener should respect keep-alive with HTTP 1.0 and disable chunking. With HTTP 1.0 KeepAlive header, the http response from Mule returns ""Connection: Close"" when streamingMode is ALWAYS or the payload is an InputStream.

I'm not 100% sure if HTTP 1.0 officially supports chunking, but I am sure that the keepAlive header should be respected an chunking shouldn't affect this.",,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MULE-8209,3.0,"Mule Integration QA build is failing because of wrong sxc dependency version tests/integration module is failing because is trying to retrieve sxc version, which is not needed.",,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MULE-8210,8.0,"Support parameter grouping in Configurations and Operations There are cases in which a group of parameters are frequently used together, for which it makes sense to treat them as a group.

The extensions api already supports mapping pojos directly in the XML, but in same cases which group is preferred as parameters rather than a top level object.

To enable that, the @Parameters operation will be created

{code:java}

     @Extension
     public class MyExtension {

         @Parameters
         private Options options;
     }

     public class Options {
          @Parameter
          private String color;

          @Parameter
          @Optional
          private String mode;

          private String owner;
     }
 }
","<code>

The outcome of the code above is a configuration with two parameters called 'color' and 'mode', one required and the other optional.
The configuration has no attribute called options. If the Options class were to have another field also annotated with @Parameters, then such fields will be ignored.

In the same way, the annotation can be applied to a class holding operations:

{code:java}
     public class Operations {

         @Parameters
         private Options options;

         @Operation
         public void hello(String message) {
             ...
         }

         @Operation
         public void goodBye(String message) {

         }
  }
<code>

In this case, both operations will have three parameters: message, color and mode.

The last use case for this annotation is to have nested parameter classes:
{code:java}
     public class Options {

          @Parameter
          private String color;

          @Parameter
          @Optional
          private String mode;

          @Parameters
          private MoreOptions moreOptions;
     }
     }
<code>

In this last example, the configuration/operation that is augmented with this extra parameters will have the sum of Options and MoreOptions parameters. Those parameters will be flattened, meaning that the model will contain no reference to the fact that the MoreOptions parameters were nested inside Options.

The field must be a Java bean property (ie it needs to have setters and getters matching the field name).</code></code></code>",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MULE-8212,1.0,"Cleanup the @Operation annotation parameters The @Operation parameter takes a name argument. That should be remove since directly contradicts the consistency that the API tries to enforce

The annotation also contains an ""acceptedPayloadTypes"" which is no longer used. That should be cleaned up",,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MULE-8215,8.0,Write spec for validations extension Write and validate a Spec for a new extension module for validation purposes.,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MULE-8220,3.0,"Build number Maven plugin should be activated always We are currently executing maven-build-number-plugin only in release profile, this should be ran for all profiles.",,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MULE-8231,0.0,SftpMessageReceiver doesn't release the lock on files SftpMessageReceiver doesn't release the lock on files.,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
MULE-8232,1.0,"Core extension dependencies are not initialized in order Core extensions are initialized using the discorevy order instead of the order determined after resolving the dependencies.
",,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MULE-8233,3.0,Move tests/functional tests to tests/integration tests/functional should be only for test harness,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MULE-8240,3.0,"Allow extension components to extend existing functionality There're cases in which an operation implemented through the ext-api should be part of an specific substitution group. Because substitution groups are an XSD specific concept and because the same concept might be necessary in other DSL types, we need a mechanism to denote extensibility that goes beyond Java's ""extends"" and ""implements"" keywords but is still type related.

For that purpose, two new annotations are created:

@Extensible: means that a given type is extensible by another extension. It doesn't mean type subclassing, but extension from a functionality point of view. This annotation has an optional String alias() attribute to allow a better experience when generating XSD

@ImplementationOf(type=XX.class): This annotation can be used on a class or method implementing operations. It means that the affected operations are to be part of a substitution group defined by an extensible type. The type argument in this annotation is mandatory and has to be a type that is annotated with @Extensible",,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MULE-8241,5.0,"Allow restriction on which types of operations can be nested Currently, the ext-api supports nested operations through the use of arguments of type NestedProcessor. However, the generated schema allows any type of message processor to be nested.

There're cases in which it's necessary to limit that to specific groups. For those cases, a new annotation is created: @RestrictedTo(type=XX.class)

The type used in that annotation has to be annotated with @Extensible. By doing that, the SchemaGEnerator will generate a specific named group for that extensible type and only items on that group will be allowed as nested for that operation",,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MULE-8242,1.0,Rename extensions -> extension in java package name Also ExtensionManager is better than ExtensionsManager in english IMO.,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MULE-8247,0.0,"SFTP inbound-endpoint autoDelete=""false"" does not work The connector's autoDelete value is the only one taken into account, so it can't be overridden and it's default value is ""true"". This means as a workaround you can set the connector's value to ""false"" but then that would be the case for all endpoints.",,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
MULE-8253,8.0,"Spring Spike part II: Take lifecycle away from Spring Continue the Spring registry spike, this time try to take lifecycle control away from Spring",,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MULE-8254,8.0,"Spring Spike part III: Make a fast registry for tests Continue the spring spile. This time, make a fast registry for tests",,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MULE-8257,13.0,"The changes in MULE-7742 impacted in performance, a better solution should be used. Review that changes in MULE-7742 and the previous changes proposed by Victor Romero.",,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MULE-8261,0.0,Avoid to set the same message listener on the message consumer  Some JMS MessageConsumer doesn't allow to set the MessageListener once their are started (for example the one from Qpid). That causes the JMS connector to nor reconnect properly.,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
MULE-8263,0.0,"Mule global log config is not found when application has plugins If an application uses plugins, then the MULE_HOME/conf/log4j2.xml file is not found. 

This is because when the application has plugins, then the parent classloader is a PluginClassLoader which is unable to locale resources at MULE_HOME/conf.

The LoggerContext selector should default to the file is for whatever reason the classloader is unable to find that resource.",,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MULE-8270,8.0,HttpRequester not configuring TLS cipher suites and protocols The HTTP requester from the new module is not configuring restricted protocols and cipher suites for TLS.,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MULE-8273,5.0,Document new HTTP Connector Add documentation for HTTP Connector,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MULE-8278,8.0,"HTTP Listener does not handle ""Expect: 100-Continue"" (RFC 2616) header correctly This can cause depending the scenario:
1) 1s latency overhead
2) Requests to hang
",,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MULE-8282,5.0,"401 response received, but no WWW-authenticate header was present I've been searching and and tinkering since last week to figure out what is wrong with this, but no matter how I tried it still gives me this error in the console.

I'm testing the http connector (3.6 EE) against twitter ReST API vs testing with Chrome's POSTMAN Rest client.

With the POSTMAN client, it is working fine when POSTing status update. However with Mule it fails and gives me the error mentioned. I even added ""WWW-Authenticate"" (replaced ""Authorization"") before the call to http connector itself, and tried with adding it to header as well, still everything fails.

Note: For the get timeline it is working both on Postman rest client and http connector, but when I tried on POSTing to status/update.json, Postman is successful, while Anypoint http connector fails.
",,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MULE-8284,5.0,"Http Listener allows inexistent keystore When I create an https listener Mule validates that the trustsore file exists but it doesn't validate that the keystore file exists. Try with the attached config. 
Create the truststore like this:

keytool -genkey -alias mule -keyalg RSA -keystore keystore.jks -dname ""CN=Mule, OU=Engineering, O=MuleSoft, L=BA, ST=BA, C=AR""",,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MULE-8288,1.0,"Disable SSLv3 by default on FIPS 140-2 scenario The file tls-fips140-2.conf doesn't restrict enabled protocols by default.
When enabling FIPS 140-2 on wrapper.conf, SSLv3 gets enabled by default.",,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MULE-8290,5.0,HTTP static resource component fails with HTTP listener The HTTP static resource component fails with the new HTTP listener component because it doesn't extract correctly the listener path to define the resource to return.,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MULE-8486,3.0,"Allow to set certificate alias in keystore configuration When multiple certificates are installed in the keystore file, we need to provide a mechanism to pick one in the tls context element.

How this is done can be review but most likely is using the certificate alias. So an alias optional attribute must be used in the keystore element.

When there are multiple certificates and alias is not defined we should define hich on we should pick.",,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MULE-8301,5.0,Upload 3.6.0 javadocs Upload javadocs to: https://www.mulesoft.org/docs/site/3.6.0/apidocs,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MULE-8304,5.0,"It is not possible to define more than one keystore/truststore The TLS contexts introduced in 3.6 interfere with each other. Reproduce with the following scenario, where there are two flows that consume an HTTPS service, one with the server certificate in the truststore, and the other one without it. The first flow should work but the second one should fail. Currently, they both work correctly.

    <http:request-config host=""localhost"" name=""validCertHttpConfig"" port=""${httpsPort}"" protocol=""HTTPS"">
<tls:context>
<tls:trust-store password=""mulepassword"" path=""trustStore""></tls:trust-store>
</tls:context>
</http:request-config>
<flow name=""validCertFlow"">
<http:request config-ref=""validCertHttpConfig"" method=""POST"" path=""requestPath""></http:request>
</flow>
<http:request-config host=""localhost"" name=""missingCertHttpConfig"" port=""${httpsPort}"" protocol=""HTTPS"">
<!-- No certificate has been configured to test certificate verification -->
</http:request-config>
<flow name=""missingCertFlow"">
<http:request config-ref=""missingCertHttpConfig"" method=""POST"" path=""requestPath""></http:request>
</flow>",,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MULE-8306,0.0,"DB Drivers should be removed from DriverManager when MuleApplicationClassLoader is disposed. Our modules and other libraries could load DB drivers from the Mule App class loader, those drivers should be deregistered when that class loader is disposed because if not they remain unreachable producing memory leaks.",,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MULE-8311,0.0,"Schema locations for includes are not being fixed. When a WSDL file includes types from another file, the schema location is not fixed to a proper URI. This prevents the metadata from being generated and the check for input parameters to be done, so the payload is used as SOAP body and operations without parameters fail.",,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MULE-8312,5.0,"HTTP requester always add a / at the beginning of the request URI An http requester with this config http:request path=""something"" should generate a request with uri something but it's generating /something instead.",,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MULE-8318,5.0,"WS consumer not evaluating flow vars in the serviceAddress when used with the new HTTP connector WS consumer allows MEL expressions in the serviceAddress property. Since 3.6, when the new HTTP connector is used by default, flowVars are not recognized in MEL expressions in the serviceAddress. The only variables that work are properties related to the Mule message. With the HTTP transport it works OK.
This is because the outbound call uses muleClient to use the HTTP requestor, and the MuleEvent that carries the flowVars is lost.
To reproduce, modify DynamicAddressFunctionalTestCase to use a flow var instead of an inbound property.",,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MULE-8326,8.0,write a spec on new lifecycle and registry consolidation Write and circulate a spec on MULE-7588,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MULE-8331,8.0,"Application Plugins (Cloud Connectors) support for external dependencies As a user I will like to use a connector such as Siebel, packaged as a plugin deployed in the plugins folder and be able to use external dependencies that cannot be shipped inside the connector.",,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MULE-8338,1.0,"HTTP listener fails when receiving empty request with content type x-www-form-urlencoded When a POST request with content type application/x-www-form-urlencoded and empty body is sent to an http:listener, a 500 response is received and the flow is not executed. This happens because of a ClassCastException inside the listener. The flow should be executed, with NullPayload in the Mule message.",,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MULE-8341,5.0,Domain redeployment fails with zip file closed When doing a redeploy of a domain it fails with zip file closed when trying to reload some classes.,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MULE-8342,0.0,"NPE when Content-Disposition header is absent from multipart-response NPEs are being reported ( http://stackoverflow.com/q/28733880/387927 ) when the {{Content-Disposition}} header is not present in HTTP multi-part responses. Using this header is optional, it can't be assumed present.

The crux of the problem is here: https://github.com/mulesoft/mule/blob/mule-3.x/modules/http/src/main/java/org/mule/module/http/internal/HttpParser.java#L94

{code:java}
String contentDisposition = part.getHeader(CONTENT_DISPOSITION_PART_HEADER)[0];
","<code>

If the header is missing, {{[0]}} is called on {{null}}.</code>",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MULE-8343,5.0,"Review and update classloading documentation Documentation of mule classloading at http://www.mulesoft.org/documentation/display/current/Classloader+Control+in+Mule is not accurate and is out of date.
There are missing things like application plugins, new domain classloading, etc",,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MULE-8350,8.0,"After upgrade CXF to 2.7.15 some jaxws-client configurations fail when using a proxy. When the service method receives a Holder OUT parameter and then a String, the string value is not received by the server.
If the method returns void, then the value placed in the OUT parameter does not arrive the to client.

See org.mule.module.cxf.HolderTestCase, method testClientProxyEcho3Holder.",,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MULE-8353,1.0,README.txt in <MULE_HOME>/logs is outdated The README.txt has not been updated to reflect the changes derived from the implementation of log4j 2.,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MULE-8356,5.0,"Source attribute in http requester not working when payload is null When the ""source"" attribute is specified in an http:request element, it is ignored when the payload of the Mule message is NullPayload.

Example:

    <http:request-config host=""localhost"" name=""config"" port=""${httpPort}""></http:request-config>
<http:listener-config host=""localhost"" name=""listenerConfig"" port=""1234""></http:listener-config>
<flow name=""formParam"">
<http:listener allowedmethods=""GET,POST"" config-ref=""listenerConfig"" path=""/*""></http:listener>
<set-variable value=""#[{'testName1':'testValue1', 'testName2':'testValue2'}]"" variablename=""httpBody""></set-variable>
<!-- 
           With this line uncommented, the map is sent. If not, the POST request has no body even if the source attribute contains a map.
            <set-payload value=""test"" /> 
         -->
<http:request config-ref=""config"" method=""POST"" path=""testPath"" source=""#[flowVars.httpBody]""></http:request>
</flow>",,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MULE-8364,1.0,"Update commons-io in mule-commons to match the one used in mule In mule-common the commons-io version is 1.4:
","<code>
<!-- Same version as Mule! -->
<dependency>
<groupid>commons-io</groupid>
<artifactid>commons-io</artifactid>
<version>1.4</version>
</dependency>
<code>

While mule is declaring the version to 2.4:
<code>
<commonsioversion>2.4</commonsioversion>
<code>

This happens both in 3.6.x and master branches.</code></code></code></code>",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
