issuekey,storypoint,context,codesnippet,Bug,Epic,Improvement,Story,Technical task,Acceptance Testing,Analytics,Batch,CLI,Configuration,DSL,Documentation,Export,Hadoop,Ingest,Packaging,Performance Testing,REST,Runtime,Stream Module,Testing,UI,YARN Runtime
XD-2334,2.0,"Create base perf test criteria Since Kafka and Rabbit have different strategies on how a message system is implemented, we will need to update the tests used on rabbit to work with Kafka.  While they will not be exactly the same as before, they should exercise the same principles.
This story covers: 
* Create the consumer and producer execution configurations for
kafka-producer-perf-test.sh and kafka-consumer-perf-test.sh. 
* Record the tests a spreadsheet much like the Rabbit Base test spreadsheet

",,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
XD-2335,1.0,Update Performance AMI to include Kafka Create an AMI that will contain the Kafka Executable as well as the Kafka performance test tools.,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
XD-2342,3.0,"JDBCHDFS Job Password issue Password for 'jdbchdfs' job definition is only hashing the initial portion of the password not the entire password (See attached image).

The password has an '_' char but it shouldn't matter. The entire password should be masked with '*' instead.",,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XD-2344,3.0,"UI should quote parameters containing a space Trying to deploy the `timestampfile` job using the UI.

Seems the UI doesn't quote string parameters that contains a space so the job creation fails.

Keeping all the defaults I get the following ""Resulting Definition"" in the UI:

timestampfile --restartable=false --directory=/tmp/xd/output/ --fileExtension=txt --fileName=${xd.job.name} --format=yyyy-MM-dd HH:mm:ss --dateFormat=yyyy-MM-dd --makeUnique=true

(note: the --format parameter has a space)

which causes:

XD100E:(pos 128): Found unexpected data after stream definition: 'HH' timestampfile --restartable=false --directory=/tmp/xd/output/ --fileExtension=txt --fileName=${xd.job.name} --format=yyyy-MM-dd HH:mm:ss --dateFormat=yyyy-MM-dd --makeUnique=true *^
",,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
XD-2345,5.0,XD UI not usable with IE 11 Trying to use the XD UI with Internet Explorer (version 11.0.9600.17031) is difficult. The screen doesn't refresh when streams/jobs are created or deployed. Had to erase the browsing history continuously to get state updates to show in the UI.,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
XD-2370,1.0,Remove Test Scripts From XD The acceptance tests cover the entire suite of script tests.  Thus they are no longer needed.  The only test that was remaining was posting 10 messages to a http source and writing to a long and making sure we didn't get an error.  This test (httpbash) was never called from the scripts CI build.,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
XD-2378,5.0,"Add ability to logout using the Admin UI While there is a server endpoint to logout, we don't have that ability yet from the UI. As indicated by XD-2122 we will also need a meta-data REST endpoint  so we can interrogate whether security is enabled, whether the user is logged etc. So we can fulfill the requirements: 

* Show a logout button only if a) security is enabled and b) user is logged in
* Show the username and/or full name of the user being logged in
 ",,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
XD-2409,1.0,"hdfs-dataset sink with getName() method in Pojo Having a pojo:
","<code>
public class User{
	private String name;
	public String getName() {
		return user;
	}
	public void setName(String name) {
		this.name = name;
	}
}
<code>

with:
<code>
hdfs-dataset --inputType='application/x-java-object;type=test.User'
<code>

throws exception:
<code>
12:43:27,698 1.1.0.SNAP ERROR task-scheduler-1 handler.LoggingHandler - org.springframework.messaging.MessageHandlingException: Expression evaluation failed: payload.getClass().getName(); nested exception is org.springframework.expression.AccessException: Problem invoking method: public java.lang.String test.User.getName()
<code>

Which I believe is caused by `correlation-strategy-expression` spel in aggregator:
<code>
<int:aggregator correlation-strategy-expression=""payload.getClass().getName()"" expire-groups-upon-completion=""true"" input-channel=""input"" message-store=""messageStore"" output-channel=""objects"" release-strategy-expression=""size() == ${batchSize}"" send-partial-result-on-expiry=""true""></int:aggregator>
<code>

Changing `getName()` method in pojo to something else works.</code></code></code></code></code></code></code></code>",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
XD-2415,1.0,"Using custom classes for module properties leads to ClassNotFoundException Attached is module properties file. Both custom Java classes referenced in the properties are available in the JAR file under _SPRING_XD_HOME/xd/module/<the-module>/lib_ directory.

Following exception is thrown:
</the-module>","<code>6:26:03,064 1.0.2.RELEASE ERROR http-nio-9393-exec-4 rest.RestControllerAdvice - Caught exception while handling a request
java.lang.IllegalStateException: Can't find class used for type of option 'binding': com.emc.it.ds.rtd.springxd.binding.BindingStrategy
	at org.springframework.xd.module.options.DefaultModuleOptionsMetadataResolver.makeSimpleModuleOptions(DefaultModuleOptionsMetadataResolver.java:137)
	at org.springframework.xd.module.options.DefaultModuleOptionsMetadataResolver.resolveNormalMetadata(DefaultModuleOptionsMetadataResolver.java:193)
	at org.springframework.xd.module.options.DefaultModuleOptionsMetadataResolver.resolve(DefaultModuleOptionsMetadataResolver.java:154)
	at org.springframework.xd.module.options.DelegatingModuleOptionsMetadataResolver.resolve(DelegatingModuleOptionsMetadataResolver.java:44)
	at org.springframework.xd.module.options.EnvironmentAwareModuleOptionsMetadataResolver.resolve(EnvironmentAwareModuleOptionsMetadataResolver.java:127)
	at org.springframework.xd.dirt.stream.XDStreamParser.parse(XDStreamParser.java:173)
	at org.springframework.xd.dirt.stream.AbstractDeployer.save(AbstractDeployer.java:95)
	at org.springframework.xd.dirt.rest.XDController.save(XDController.java:223)
	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
	at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:57)
	at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)
	at java.lang.reflect.Method.invoke(Method.java:606)
	at org.springframework.web.method.support.InvocableHandlerMethod.invoke(InvocableHandlerMethod.java:215)
	at org.springframework.web.method.support.InvocableHandlerMethod.invokeForRequest(InvocableHandlerMethod.java:132)
	at org.springframework.web.servlet.mvc.method.annotation.ServletInvocableHandlerMethod.invokeAndHandle(ServletInvocableHandlerMethod.java:104)
	at org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerAdapter.invokeHandleMethod(RequestMappingHandlerAdapter.java:749)
	at org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerAdapter.handleInternal(RequestMappingHandlerAdapter.java:689)
	at org.springframework.web.servlet.mvc.method.AbstractHandlerMethodAdapter.handle(AbstractHandlerMethodAdapter.java:83)
	at org.springframework.web.servlet.DispatcherServlet.doDispatch(DispatcherServlet.java:938)
	at org.springframework.web.servlet.DispatcherServlet.doService(DispatcherServlet.java:870)
	at org.springframework.web.servlet.FrameworkServlet.processRequest(FrameworkServlet.java:961)
	at org.springframework.web.servlet.FrameworkServlet.doPost(FrameworkServlet.java:863)
	at javax.servlet.http.HttpServlet.service(HttpServlet.java:646)
	at org.springframework.web.servlet.FrameworkServlet.service(FrameworkServlet.java:837)
	at javax.servlet.http.HttpServlet.service(HttpServlet.java:727)
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:303)
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:208)
	at org.springframework.boot.actuate.trace.WebRequestTraceFilter.doFilterInternal(WebRequestTraceFilter.java:110)
	at org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:107)
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:241)
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:208)
	at org.springframework.boot.actuate.autoconfigure.EndpointWebMvcAutoConfiguration$ApplicationContextHeaderFilter.doFilterInternal(EndpointWebMvcAutoConfiguration.java:280)
	at org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:107)
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:241)
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:208)
	at org.springframework.security.web.FilterChainProxy.doFilterInternal(FilterChainProxy.java:186)
	at org.springframework.security.web.FilterChainProxy.doFilter(FilterChainProxy.java:160)
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:241)
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:208)
	at org.springframework.web.filter.HiddenHttpMethodFilter.doFilterInternal(HiddenHttpMethodFilter.java:77)
	at org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:107)
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:241)
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:208)
	at org.springframework.web.filter.HttpPutFormContentFilter.doFilterInternal(HttpPutFormContentFilter.java:88)
	at org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:107)
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:241)
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:208)
	at org.springframework.boot.actuate.autoconfigure.MetricFilterAutoConfiguration$MetricsFilter.doFilterInternal(MetricFilterAutoConfiguration.java:89)
	at org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:107)
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:241)
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:208)
	at org.apache.catalina.core.StandardWrapperValve.invoke(StandardWrapperValve.java:220)
	at org.apache.catalina.core.StandardContextValve.invoke(StandardContextValve.java:122)
	at org.apache.catalina.authenticator.AuthenticatorBase.invoke(AuthenticatorBase.java:501)
	at org.apache.catalina.core.StandardHostValve.invoke(StandardHostValve.java:171)
	at org.apache.catalina.valves.ErrorReportValve.invoke(ErrorReportValve.java:103)
	at org.apache.catalina.core.StandardEngineValve.invoke(StandardEngineValve.java:116)
	at org.apache.catalina.connector.CoyoteAdapter.service(CoyoteAdapter.java:408)
	at org.apache.coyote.http11.AbstractHttp11Processor.process(AbstractHttp11Processor.java:1070)
	at org.apache.coyote.AbstractProtocol$AbstractConnectionHandler.process(AbstractProtocol.java:611)
	at org.apache.tomcat.util.net.NioEndpoint$SocketProcessor.doRun(NioEndpoint.java:1736)
	at org.apache.tomcat.util.net.NioEndpoint$SocketProcessor.run(NioEndpoint.java:1695)
	at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1145)
	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:615)
	at org.apache.tomcat.util.threads.TaskThread$WrappingRunnable.run(TaskThread.java:61)
	at java.lang.Thread.run(Thread.java:745)<code>

Please see attached patch file, this seems to be enough to resolve the problem.
</code></code>",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
XD-2416,1.0,"SpelParseException is thrown when using empty string ("""") inside of an expression I can only reproduce this when using single quotes around the expression:

","<code>
stream create test --definition ""http | transform --expression='payload.replace(\""abc\"", \""\"")' | log"" --deploy true
<code>

The following two alternatives work fine though:
<code>
# Using trim on a single space
stream create test --definition ""http | transform --expression='payload.replace(\""abc\"", \"" \"".trim())' | log"" --deploy true

# Not using single quotes or spaces in the expression
stream create test --definition ""http | transform --expression=payload.replace(\""abc\"",\""\"") | log"" --deploy true
<code></code></code></code></code>",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
XD-2418,1.0,"Kafka Sink: Support async Producer The kafka sink supports properties for an async producer (e.g. {{queue.buffering.max.ms}} ) but you cannot enable such a producer (only {{sync}} ). Async producers batch messages (at the risk of message loss).

Add a new property {{async}} default {{false}} and add the corresponding attribute to the {{<int-kafka:producer-configuration></int-kafka:producer-configuration>}} element

{{async=""$\{async\}""}}",,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
XD-2421,2.0,"UI: List of Streams causes ""undefined is not an option"" See Screenshot.

The error is caused when loading all stream definitions in method *loadStreamDefinitions*. 

Only 1 or two streams exist in the system. 
",,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
XD-2427,1.0,"Use repo.spring.io as NPM repository In order to improve the build reliability, we should be using the NPM repo provided by *repo.spring.io* 

See *spring-xd-ui/README.md* for further details.",,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
XD-2428,0.0,"Mysql Libraries not shipped with XD by default The reference states the following:

""The JDBC driver jars for the HSQLDB, MySql, and Postgres are already on the XD classpath""

It looks like this is true for Postgres and HSQLDB, but I can't see a driver for MySQL shipped with the distribution.",,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
XD-2430,8.0,"Create a Sqoop job and required batch tasklet integration code Based on the POC from XD-2124 we should create the actual implementation.

Things to consider to store in step context:
- capture Log output/MapReduce job counters
- capture last-value from incremental imports
",,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XD-2491,3.0,"JDBCHDFS Master Process Timeout error The JDBCHDFS Master process fails with a timeout error while the child process is still processing data.

The error message on the error message on the master process is:

org.springframework.integration.MessageTimeoutException: Timeout occurred before all partitions returned
	at org.springframework.batch.integration.partition.MessageChannelPartitionHandler.handle(MessageChannelPartitionHandler.java:141)
	at org.springframework.batch.core.partition.support.PartitionStep.doExecute(PartitionStep.java:106)
	at org.springframework.batch.core.step.AbstractStep.execute(AbstractStep.java:198)
	at org.springframework.batch.core.job.SimpleStepHandler.handleStep(SimpleStepHandler.java:148)
	at org.springframework.batch.core.job.flow.JobFlowExecutor.executeStep(JobFlowExecutor.java:64)
	at org.springframework.batch.core.job.flow.support.state.StepState.handle(StepState.java:67)
	at org.springframework.batch.core.job.flow.support.SimpleFlow.resume(SimpleFlow.java:162)
	at org.springframework.batch.core.job.flow.support.SimpleFlow.start(SimpleFlow.java:141)
	at org.springframework.batch.core.job.flow.FlowJob.doExecute(FlowJob.java:134)
	at org.springframework.batch.core.job.AbstractJob.execute(AbstractJob.java:304)
	at org.springframework.batch.core.launch.support.SimpleJobLauncher$1.run(SimpleJobLauncher.java:135)
	at org.springframework.core.task.SyncTaskExecutor.execute(SyncTaskExecutor.java:50)
	at org.springframework.batch.core.launch.support.SimpleJobLauncher.run(SimpleJobLauncher.java:128)
	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
	at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:57)
	at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)
	at java.lang.reflect.Method.invoke(Method.java:606)
	at org.springframework.aop.support.AopUtils.invokeJoinpointUsingReflection(AopUtils.java:317)
	at org.springframework.aop.framework.ReflectiveMethodInvocation.invokeJoinpoint(ReflectiveMethodInvocation.java:190)
	at org.springframework.aop.framework.ReflectiveMethodInvocation.proceed(ReflectiveMethodInvocation.java:157)
	at org.springframework.batch.core.configuration.annotation.SimpleBatchConfiguration$PassthruAdvice.invoke(SimpleBatchConfiguration.java:127)
	at org.springframework.aop.framework.ReflectiveMethodInvocation.proceed(ReflectiveMethodInvocation.java:179)
	at org.springframework.aop.framework.JdkDynamicAopProxy.invoke(JdkDynamicAopProxy.java:207)
	at com.sun.proxy.$Proxy47.run(Unknown Source)
	at org.springframework.batch.integration.launch.JobLaunchingMessageHandler.launch(JobLaunchingMessageHandler.java:50)
	at sun.reflect.NativeMethodAccessorImpl",,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XD-2504,5.0,"Upgrade CI Acceptance AMI to HVM Replace the current paravirtual AMI used for CI tests needed to be replaced with a HVM based AMI
Paravirtual is being phased out by Amazon.  Also so we can utilize VPC and placement groups in the future.
",,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XD-2505,3.0,"Undeploying HDFS module closes filesystem When using the hadoop namespace to create a hadoop configuration and filesystem, the FileSystemFactoryBean uses Hadoop FileSystem.get and not newInstance which will return a FileSystem from the cache.  When undeploying the module, the FileSystemFactoryBean destroy method will close the FileSystem which closes for all other deployed Hadoop modules throwing a java.io.IOException: Filesystem closed",,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
XD-2506,1.0,"""script"" processor options incorrect on docs The EXAMPLE in the documentation (and the paragraph preceding the example) for the ""script"" processor uses both ""location"" and ""properties-location"" options, but these are in actuality ""script"" and ""locationProperties"" according to ""module info processor:script"" and the text of the documentation.

See: http://docs.spring.io/spring-xd/docs/1.0.2.RELEASE/reference/html/#script


{quote}To use the module, pass the location of a Groovy script using the location attribute. If you want to pass variable values to your script, you can optionally pass the path to a properties file using the properties-location attribute. All properties in the file will be made available to the script as variables.

","<code>xd:&gt; stream create --name groovyprocessortest --definition ""http --port=9006 | script --location=custom-processor.groovy --properties-location=custom-processor.properties | log"" --deploy<code>
{quote}</code></code>",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
XD-2508,3.0,"MQTT: Support the New Spring Integration 4.1 Features HA Configuration, async sends.

http://docs.spring.io/spring-integration/reference/html/whats-new.html#4.1-mqtt",,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
XD-2517,3.0,Clean up spring-xd-batch sub-project We should move the org.springframework.xd.batch.jdbc.ColumnRangePartitioner and org.springframework.xd.batch.item.jdbc.FieldSetSqlParameterSourceProvider to the spring-xd-extension-batch project,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
XD-2531,1.0,"Document Sqoop job As a user, I'd like to refer to the documentation so that I can connect to Sqoop as recommended and create job definition based on the exposed _metadata_ options. ",,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XD-2563,1.0,"XD on YARN broken due to missing messagebus libs Admin on YARN simply fails because messagebus libs are not copied in place during a build.

Already tried and simple fix is for gradle/build-dist.gradle:

","<code>
task copyYarnMessageBusLibs(type: Copy) {
  from ""$rootDir/lib/messagebus""
  into ""$buildDir/dist/spring-xd-yarn/xd-yarn/lib/messagebus""
}
<code>

and execute it together with copyMessageBusLibs task.</code></code>",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
XD-2564,2.0,"Enhance XD on YARN to use SHDP container clustering Currently yarn runtime needs two yarn appmaster instances(one for admins, one for containers). SHDP's container grouping added functionality to run different type of containers within a same appmaster.

Beyond this, container grouping will also give more functionality like ramping containers up/down on-demand, creating groups with different settings dynamically and restarting failed containers.",,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
XD-2568,5.0,Yarn Environment for XD Acceptance Tests Create an 2.6 Yarn Environment on EC2 for which XD can be deployed for acceptance tests.,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
XD-2572,1.0,Set fixed NPM version for Grunt Gradle Plugin Ensure build works in Windows environments,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
XD-2583,5.0,"Spring XD Admin UI does not show all the streams From Spring XD Shell, running this command ""stream list"", we counted 30 streams, however Spring XD Admin UI shows only 20.
When destroying some streams from Admin UI, the others that was not in the list start appearing.
We have not reviewed if there is a configuration parameter that tells how many streams to show in the Admin UI.",,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
XD-2592,3.0,"XD Yarn deployment requires the ability to set permsize When deploying XD using Java 7 the user must be able to set the permsize to a value larger than the default.  
The reason this is required is that if we deploy a gemfire component more than 2 times or a kafka source &amp; sink more than 2 times, stream deployment begins to fail.  

The only exception that was captured was the following:
{noformat}
Exception in thread ""ec2Test3_ip-10-146-213-31-1421176704238-e1786039_watcher_executor""
Exception: java.lang.OutOfMemoryError thrown from the UncaughtExceptionHandler in thread ""ec2Test3_ip-10-146-213-31-1421176704238-e1786039_watcher_executor
{noformat}

Logs are not available at this time.

",,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
XD-2594,3.0,"Update spring-data-hadoop version to 2.1.0.RC1 Update spring-data-hadoop version to 2.1.0.RC1. This also includes updating the following:

- adding hadoop26 (Apache Hadoop 2.6.0) as distro
- adding hdp22 (Hortonworks HDP 2.2) as distro
- set default distro to hadoop26
- update cdh5 to version 5.3.0
- remove older distros - hadoop24, hdp21
",,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
XD-2601,1.0,"Mismatch between configuration class and script XML for location/script The *org.springframework.xd.module.options.mixins.ScriptMixin* options class shipped with XD 1.0.3 refers to *script* rather than *location* however the XML configuration still references *$\{location\}* in the service activator:

{noformat}
	<service-activator input-channel=""input"" output-channel=""output"">
<int-groovy:script location=""${location}"" refresh-check-delay=""60"" script-variable-generator=""variableGenerator""></int-groovy:script>
</service-activator>
{noformat}

Creating a stream using the old *location* argument no longer works obviously:

{noformat}
xd:&gt;stream create myJobArchiveTrigger --definition ""tap:job:myJob.job &gt; script --location=job-status.groovy --variables='tgtStatus=COMPLETED' &gt; queue:job:archiveJob"" --deploy
Command failed org.springframework.xd.rest.client.impl.SpringXDException: Error with option(s) for module script of type processor
    location: option named 'location' is not supported
{noformat}

Creating the same stream using *--script* reports success at the shell prompt but results in an error in the container/admin logs:

{noformat}
Caused by: java.lang.IllegalArgumentException: Could not resolve placeholder 'location' in string value ""${location}""
{noformat}

Working around this by overriding the XML setting in our deployment:

{noformat}
	<service-activator input-channel=""input"" output-channel=""output"">
<int-groovy:script location=""${script}"" refresh-check-delay=""60"" script-variable-generator=""variableGenerator""></int-groovy:script>
</service-activator>
{noformat}",,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
