#,impact,delaydays,openeddate,type,discussion,repetition,perofdelay,workload,priority,no_comment,no_priority_change,no_fixversion,no_fixversion_change,no_issuelink,no_blocking,no_blockedby,no_affectversion,reporterrep,no_des_change,topic_10,topic_100,topic_200,topic_300,topic_400
577,Nondelay,0,2007-06-19 00:00:00,Bug,0,0,36,1,Major,1,0,1,0,0,0,0,1,0.9247311827956989,0,6,92,199,64,37
578,medium,35,2007-06-19 00:00:00,Task,37,0,40,3,Major,2,3,1,1,0,0,0,0,0.9154929577464789,0,8,60,194,26,77
579,Nondelay,0,2007-06-19 00:00:00,SubTask,4,0,0,1,Major,2,0,1,0,0,0,0,0,0.09090909090909091,1,4,95,156,231,259
580,high,119,2007-06-19 00:00:00,Task,50,2,0,3,Major,3,3,2,4,0,0,0,1,0.08333333333333333,0,10,76,166,282,371
581,medium,39,2007-06-20 00:00:00,Feature Request,78,0,100,1,Critical,3,3,0,6,2,0,2,0,0.16666666666666666,0,9,21,23,262,245
582,Nondelay,0,2007-06-20 00:00:00,SubTask,60,1,0,0,Major,3,0,1,0,0,0,0,1,0.16666666666666666,1,8,34,190,270,318
583,medium,14,2007-06-21 00:00:00,SubTask,10,0,0,100,Major,2,0,0,1,0,0,0,0,0,0,9,51,92,82,379
584,Nondelay,0,2007-06-21 00:00:00,Task,43,2,0,0,Major,2,0,0,3,1,1,0,0,0,0,9,99,30,277,136
585,Nondelay,0,2007-06-21 00:00:00,Task,123,0,0,0,Optional,3,1,1,5,1,1,0,1,0,0,8,58,190,257,318
586,high,92,2007-06-21 00:00:00,SubTask,52,0,0,150,Major,4,3,0,0,0,0,0,0,0,0,3,93,68,269,350
587,low,5,2007-06-21 00:00:00,Task,3,0,41,4,Major,1,0,1,0,0,0,0,1,0.9166666666666666,0,2,91,192,248,352
588,high,69,2007-06-21 00:00:00,Task,3,1,0,150,Critical,10,1,1,2,0,0,0,5,0.16666666666666666,0,10,3,3,144,333
589,Nondelay,0,2007-06-21 00:00:00,Task,38,0,0,0,Blocker,5,1,1,2,0,0,0,1,0.16666666666666666,0,9,78,187,295,198
590,Nondelay,0,2007-06-21 00:00:00,Task,38,0,0,0,Blocker,6,1,1,2,0,0,0,1,0.16666666666666666,0,1,73,194,9,330
591,Nondelay,0,2007-06-21 00:00:00,Task,36,1,0,0,Major,7,1,1,2,0,0,0,1,0.16666666666666666,0,2,78,188,270,198
592,Nondelay,0,2007-06-22 00:00:00,Task,649,4,0,0,Minor,22,1,1,5,0,0,0,1,0,0,8,34,68,269,300
593,Nondelay,0,2007-06-22 00:00:00,Task,16,0,100,0,Major,1,0,1,1,0,0,0,1,0,0,8,49,156,199,206
594,high,89,2007-06-22 00:00:00,Task,35,1,50,2,Major,6,3,0,5,0,0,0,0,0,0,8,60,21,282,245
595,Nondelay,0,2007-06-22 00:00:00,Task,569,3,100,2,Major,19,0,1,8,0,0,0,1,0,2,9,77,173,283,78
596,medium,55,2007-06-22 00:00:00,Bug,37,0,0,1,Major,10,3,2,2,0,0,0,2,0,0,9,99,111,256,137
597,Nondelay,0,2007-06-22 00:00:00,Task,0,0,41,5,Major,1,0,1,1,0,0,0,1,0.9178082191780822,0,4,48,194,26,77
598,Nondelay,0,2007-06-22 00:00:00,Bug,0,0,35,1,Major,1,0,1,0,0,0,0,1,0.925531914893617,0,6,28,138,284,385
599,medium,25,2007-06-22 00:00:00,Bug,28,0,27,3,Major,2,0,1,0,0,0,0,1,0.925531914893617,0,3,99,151,128,385
600,low,1,2007-06-22 00:00:00,Task,2,0,35,1,Major,1,0,1,0,0,0,0,1,0.925531914893617,0,6,87,194,286,385
601,Nondelay,0,2007-06-25 00:00:00,Task,0,0,35,2,Minor,1,0,1,0,0,0,0,1,0.9175257731958762,0,4,44,191,223,256
602,low,9,2007-06-26 00:00:00,SubTask,5,0,100,1,Major,0,0,1,1,0,0,0,1,0.14285714285714285,0,10,99,159,259,255
603,low,11,2007-06-26 00:00:00,SubTask,7,0,0,2,Major,0,0,1,1,0,0,0,1,0.14285714285714285,0,10,94,183,265,290
604,low,11,2007-06-26 00:00:00,SubTask,7,0,0,2,Major,0,0,1,1,0,0,0,1,0.14285714285714285,0,5,95,183,240,290
605,Nondelay,0,2007-06-27 00:00:00,Task,305,0,40,3,Major,1,0,1,0,0,0,0,1,0,0,9,49,174,186,348
606,Nondelay,0,2007-06-27 00:00:00,Task,10,1,66,3,Major,1,0,1,1,0,0,0,1,0.07692307692307693,0,8,32,69,237,195
607,low,6,2007-06-27 00:00:00,Bug,32,2,25,4,Major,4,0,1,1,0,0,0,1,0.07692307692307693,0,8,97,169,185,317
608,Nondelay,0,2007-06-27 00:00:00,Task,382,1,0,0,Major,1,0,1,1,0,0,0,1,0.07692307692307693,0,6,32,186,284,379
609,Nondelay,0,2007-06-27 00:00:00,Task,0,0,41,5,Major,1,0,1,1,0,0,0,1,0.918918918918919,0,6,8,194,26,77
610,Nondelay,0,2007-06-28 00:00:00,Task,454,2,66,3,Optional,12,1,1,9,0,0,0,1,0.0625,0,10,76,200,227,173
611,high,200,2007-06-28 00:00:00,Task,406,1,66,3,Major,2,3,1,9,0,0,0,1,0.0625,0,10,76,155,227,238
612,Nondelay,0,2007-06-28 00:00:00,Task,342,1,66,3,Minor,20,1,1,9,2,0,0,1,0.0625,0,9,77,136,262,354
613,high,210,2007-06-28 00:00:00,Task,427,1,0,1,Minor,5,1,1,10,0,0,0,1,0.0625,0,8,34,159,162,350
614,Nondelay,0,2007-06-28 00:00:00,Task,0,0,40,4,Major,1,0,1,1,0,0,0,1,0.92,0,8,60,6,59,35
615,low,7,2007-07-02 00:00:00,Task,4,0,28,2,Major,0,0,1,0,0,0,0,1,0.14814814814814814,0,9,95,173,194,371
616,low,11,2007-07-04 00:00:00,Bug,21,2,0,2,Major,5,0,1,0,0,0,0,1,0.2,0,8,38,185,297,397
617,Nondelay,0,2007-07-04 00:00:00,Task,7,1,66,0,Major,2,0,1,0,0,0,0,1,0.2,0,8,97,183,138,360
618,low,7,2007-07-04 00:00:00,Task,27,0,40,5,Major,0,0,1,0,1,0,0,1,0.2,0,8,97,182,273,297
619,Nondelay,0,2007-07-04 00:00:00,Task,8,1,66,0,Major,0,0,1,0,1,0,0,1,0.2,2,7,71,157,183,323
620,medium,16,2007-07-04 00:00:00,Task,61,0,0,100,Major,9,0,0,5,0,0,0,0,0.2,1,8,85,119,136,385
621,Nondelay,0,2007-07-05 00:00:00,Task,8,0,40,2,Major,1,0,1,0,0,0,0,1,0.16,0,8,86,183,125,297
622,Nondelay,0,2007-07-07 00:00:00,Task,5,0,33,1,Major,1,0,1,0,0,0,0,1,0.15384615384615385,0,9,74,173,243,251
623,high,104,2007-07-09 00:00:00,Task,54,0,50,6,Major,2,3,1,2,1,0,0,1,0.14814814814814814,0,5,72,58,273,75
624,high,92,2007-07-09 00:00:00,Task,4,2,28,2,Major,2,3,2,3,1,0,0,1,0.14814814814814814,0,9,93,74,117,75
625,high,161,2007-07-09 00:00:00,Task,40,1,0,200,Major,2,3,1,4,1,0,0,1,0.14814814814814814,0,7,41,198,46,204
626,low,5,2007-07-09 00:00:00,Task,26,0,33,3,Major,2,0,1,0,1,0,0,1,0.14814814814814814,0,7,1,198,273,339
627,Nondelay,0,2007-07-09 00:00:00,Task,9,0,33,3,Major,0,0,1,1,1,0,0,1,0.14814814814814814,0,3,58,35,94,54
628,medium,16,2007-07-09 00:00:00,Task,26,0,33,3,Major,2,0,1,0,0,0,0,1,0.14814814814814814,0,3,97,7,68,107
629,medium,41,2007-07-09 00:00:00,Task,22,0,50,6,Major,3,3,1,1,0,0,0,1,0.14814814814814814,0,9,95,144,194,371
630,Nondelay,0,2007-07-09 00:00:00,Task,460,0,2,3,Major,0,0,0,6,0,0,0,0,0.4007352941176471,0,6,90,172,171,208
631,Nondelay,0,2007-07-10 00:00:00,Task,85,0,100,1,Major,2,0,1,1,0,0,0,1,0.14285714285714285,0,10,89,120,260,203
632,low,1,2007-07-10 00:00:00,SubTask,4,0,44,2,Major,3,0,1,0,0,0,0,1,0.14285714285714285,0,9,64,104,189,244
633,Nondelay,0,2007-07-10 00:00:00,Task,4,0,44,2,Major,1,0,1,0,0,0,0,1,0.14285714285714285,0,10,89,156,260,203
634,Nondelay,0,2007-07-10 00:00:00,Task,27,0,50,6,Major,0,0,1,0,0,0,0,1,0.14285714285714285,0,5,1,156,260,203
635,Nondelay,0,2007-07-10 00:00:00,Bug,374,0,0,0,Major,2,0,1,0,0,0,0,1,0.14285714285714285,0,6,86,186,137,364
636,low,7,2007-07-11 00:00:00,Task,40,1,57,7,Major,0,0,1,0,0,0,0,1,0.125,0,8,86,156,182,394
637,low,2,2007-07-11 00:00:00,Task,24,1,57,7,Major,1,0,1,0,0,0,0,1,0.125,0,8,31,156,156,152
638,high,176,2007-07-11 00:00:00,Task,106,0,57,7,Major,3,3,2,2,1,0,0,1,0.125,0,8,9,171,156,332
639,high,85,2007-07-11 00:00:00,Task,71,1,57,7,Major,0,3,1,2,1,0,0,1,0.125,0,10,90,156,285,350
640,low,7,2007-07-11 00:00:00,Task,40,1,57,7,Major,0,0,1,0,0,0,0,1,0.125,0,8,31,156,160,384
641,medium,39,2007-07-11 00:00:00,Task,84,0,57,7,Major,2,3,1,4,0,0,0,1,0.125,0,9,75,125,2,184
642,Nondelay,0,2007-07-11 00:00:00,SubTask,46,1,57,7,Major,5,0,0,3,0,0,0,0,0.125,0,10,38,106,179,354
643,Nondelay,0,2007-07-11 00:00:00,SubTask,167,2,100,1,Major,8,0,0,5,0,0,0,0,0.125,0,7,58,161,249,261
644,high,120,2007-07-11 00:00:00,Task,169,1,0,150,Major,1,3,0,6,0,0,0,0,0.125,3,6,21,164,73,278
645,Nondelay,0,2007-07-11 00:00:00,Task,5,0,35,0,Critical,1,0,1,0,0,0,0,1,0.9183673469387755,0,9,94,151,248,385
646,Nondelay,0,2007-07-11 00:00:00,Task,3,0,35,0,Major,1,0,1,0,0,0,0,1,0.9183673469387755,0,9,94,111,254,189
647,Nondelay,0,2007-07-11 00:00:00,Task,3,0,35,0,Major,1,0,1,0,0,0,0,1,0.9183673469387755,0,3,53,122,166,363
648,medium,12,2007-07-12 00:00:00,Task,27,0,75,12,Major,2,0,1,0,0,0,0,1,0.14285714285714285,0,6,6,186,199,283
649,medium,41,2007-07-12 00:00:00,Task,70,1,50,2,Major,8,3,0,6,0,0,0,0,0.14285714285714285,1,4,56,74,11,331
650,Nondelay,0,2007-07-12 00:00:00,Task,27,0,42,6,Major,0,0,1,0,1,0,0,1,0.14285714285714285,0,8,96,74,295,266
651,Nondelay,0,2007-07-13 00:00:00,Bug,375,0,0,0,Major,1,0,1,0,0,0,0,1,0.1346153846153846,0,8,96,157,282,284
652,Nondelay,0,2007-07-13 00:00:00,Task,373,0,0,0,Major,2,0,1,0,0,0,0,1,0.1346153846153846,0,9,73,38,122,359
653,low,8,2007-07-13 00:00:00,Task,380,0,0,100,Major,1,0,1,0,0,0,0,1,0.1346153846153846,0,5,55,91,224,363
654,Nondelay,0,2007-07-13 00:00:00,Task,376,0,0,0,Major,1,0,1,0,0,0,0,1,0.1346153846153846,0,1,51,114,68,283
655,medium,41,2007-07-13 00:00:00,Task,42,1,37,7,Major,1,3,1,1,0,0,0,1,0.1346153846153846,0,8,37,114,141,390
656,high,138,2007-07-13 00:00:00,Task,120,1,50,3,Major,8,3,1,6,0,0,0,1,0.1346153846153846,0,2,57,183,244,161
657,Nondelay,0,2007-07-16 00:00:00,Task,384,4,0,0,Minor,20,1,1,9,0,0,0,1,0,1,9,54,193,2,388
658,low,1,2007-07-17 00:00:00,Task,14,1,76,13,Major,4,0,1,1,0,0,0,1,0,0,8,97,186,156,128
659,medium,51,2007-07-17 00:00:00,Task,30,1,0,150,Major,5,3,1,2,0,0,0,1,0,0,10,11,162,264,82
660,Nondelay,0,2007-07-19 00:00:00,Task,0,0,40,3,Major,1,0,1,0,0,0,0,1,0.9210526315789473,0,5,48,194,61,137
661,high,103,2007-07-22 00:00:00,Bug,54,2,50,150,Minor,10,3,1,3,0,0,0,1,0.1,1,5,51,133,17,69
662,medium,28,2007-07-23 00:00:00,Bug,22,1,0,2,Minor,9,0,2,1,0,0,0,1,0.09090909090909091,0,10,100,59,178,383
663,Nondelay,0,2007-07-24 00:00:00,Bug,1,0,33,3,Critical,1,0,1,0,0,0,0,1,0.9207920792079208,0,2,90,181,249,336
664,low,8,2007-07-25 00:00:00,Task,17,0,44,5,Major,1,0,1,1,1,0,0,1,0,0,8,97,156,156,234
665,medium,14,2007-07-25 00:00:00,Task,17,0,44,5,Major,0,0,1,1,1,0,0,1,0,0,8,97,182,125,16
666,Nondelay,0,2007-07-25 00:00:00,Task,0,0,40,3,Major,1,0,1,0,0,0,0,1,0.922077922077922,0,10,78,194,272,237
667,Nondelay,0,2007-07-25 00:00:00,Feature Request,0,0,34,0,Major,1,0,1,0,0,0,0,1,0.9117647058823529,0,6,46,186,287,385
668,Nondelay,0,2007-07-25 00:00:00,Feature Request,0,0,34,0,Major,1,0,1,0,0,0,0,1,0.9117647058823529,0,9,67,70,173,35
669,Nondelay,0,2007-07-25 00:00:00,Feature Request,0,0,34,0,Major,1,0,1,0,0,0,0,1,0.9117647058823529,0,9,67,70,173,35
670,low,2,2007-07-25 00:00:00,Feature Request,1,0,34,100,Major,1,0,1,0,0,0,0,1,0.9117647058823529,0,7,94,7,173,35
671,medium,25,2007-07-26 00:00:00,Task,7,0,0,100,Minor,3,0,1,1,0,0,0,1,0.08333333333333333,0,9,51,133,280,69
672,low,1,2007-07-27 00:00:00,Task,18,0,54,6,Major,0,0,1,1,0,0,0,1,0,0,8,34,190,257,158
673,medium,21,2007-07-27 00:00:00,Task,16,0,78,12,Major,5,0,1,1,0,0,0,1,0,0,8,21,190,272,317
674,Nondelay,0,2007-07-30 00:00:00,Task,14,0,80,13,Major,0,0,1,0,0,0,0,1,0,0,8,97,193,281,390
675,Nondelay,0,2007-08-01 00:00:00,Task,43,0,75,12,Major,1,0,0,2,1,0,0,1,0.1206896551724138,0,8,60,156,254,115
676,Nondelay,0,2007-08-01 00:00:00,SubTask,14,0,75,12,Major,1,0,1,0,1,0,1,1,0.1206896551724138,0,10,57,197,174,278
677,medium,64,2007-08-01 00:00:00,SubTask,173,2,0,1,Minor,13,2,1,3,1,1,0,1,0.1206896551724138,0,8,78,98,241,68
678,medium,42,2007-08-01 00:00:00,SubTask,39,2,55,9,Major,10,3,2,3,2,0,0,1,0.1206896551724138,0,10,49,120,186,351
679,Nondelay,0,2007-08-01 00:00:00,SubTask,16,0,55,9,Major,2,0,1,0,0,0,0,1,0.1206896551724138,0,10,76,127,80,371
680,Nondelay,0,2007-08-01 00:00:00,SubTask,13,0,55,9,Major,1,0,1,0,0,0,0,1,0.1206896551724138,1,10,96,106,217,59
681,high,224,2007-08-01 00:00:00,SubTask,457,2,0,200,Optional,4,1,1,6,0,0,0,1,0.1206896551724138,0,6,86,92,296,226
682,high,72,2007-08-02 00:00:00,Bug,74,0,60,4,Minor,8,1,1,6,1,0,0,1,0.15384615384615385,0,8,56,74,11,390
683,high,94,2007-08-03 00:00:00,Task,149,4,100,1,Major,7,3,0,3,0,0,0,0,0.15151515151515152,0,9,87,173,257,245
684,Nondelay,0,2007-08-03 00:00:00,Task,0,0,34,0,Major,1,0,1,0,0,0,0,1,0.9150943396226415,0,7,91,187,295,347
685,Nondelay,0,2007-08-03 00:00:00,Bug,0,0,34,0,Major,1,0,1,0,0,0,0,1,0.9150943396226415,0,5,64,104,189,217
686,low,3,2007-08-03 00:00:00,SubTask,41,1,50,12,Major,2,0,1,0,0,0,0,1,0.15151515151515152,0,9,47,37,204,245
687,low,6,2007-08-07 00:00:00,Task,119,0,50,2,Major,4,0,1,1,1,0,0,1,0.16176470588235295,2,10,99,123,104,148
688,Nondelay,0,2007-08-07 00:00:00,Story,142,0,100,1,Major,2,0,1,1,0,0,0,0,0.5,0,2,44,150,193,357
689,Nondelay,0,2007-08-08 00:00:00,Task,10,0,66,9,Major,0,0,1,0,1,0,0,1,0.15942028985507245,0,5,58,197,278,54
690,medium,46,2007-08-08 00:00:00,Task,339,1,0,150,Major,13,3,1,11,0,0,0,1,0.15942028985507245,0,7,66,21,76,222
691,high,159,2007-08-08 00:00:00,Task,84,0,53,13,Major,1,3,2,2,0,0,0,1,0.15942028985507245,0,8,97,156,156,234
692,Nondelay,0,2007-08-09 00:00:00,Task,9,0,63,10,Major,0,0,1,0,0,0,0,1,0.16666666666666666,0,8,49,186,273,390
693,medium,50,2007-08-09 00:00:00,Task,113,0,57,14,Optional,2,1,1,6,0,0,0,1,0.16666666666666666,0,9,25,181,282,384
694,Nondelay,0,2007-08-09 00:00:00,SubTask,34,0,57,14,Major,2,0,0,4,0,0,0,0,0.16666666666666666,0,5,25,181,232,384
695,low,1,2007-08-09 00:00:00,Task,1,0,33,100,Major,1,0,1,0,0,0,0,1,0.9166666666666666,0,9,77,26,225,341
696,low,7,2007-08-10 00:00:00,Bug,8,1,66,5,Major,1,0,1,0,0,0,0,1,0.18666666666666668,0,7,86,176,299,115
697,Nondelay,0,2007-08-13 00:00:00,Task,6,0,71,6,Major,5,0,0,4,1,0,0,0,0.18421052631578946,0,8,34,190,107,84
698,low,1,2007-08-13 00:00:00,Task,7,0,60,8,Major,0,0,1,0,0,0,0,1,0.18421052631578946,0,10,48,156,250,140
699,high,92,2007-08-13 00:00:00,Task,210,2,100,2,Major,5,3,0,6,0,0,0,0,0.18421052631578946,0,1,56,74,11,331
700,Nondelay,0,2007-08-14 00:00:00,Task,7,0,58,3,Major,0,0,1,0,0,0,0,1,0.17721518987341772,0,10,77,193,262,245
701,Nondelay,0,2007-08-14 00:00:00,Task,7,0,61,9,Major,0,0,1,0,0,0,0,1,0.17721518987341772,0,9,55,198,258,379
702,Nondelay,0,2007-08-14 00:00:00,Task,6,1,56,14,Major,1,0,1,0,0,0,0,1,0.17721518987341772,0,9,91,92,249,378
703,Nondelay,0,2007-08-15 00:00:00,Task,6,0,59,9,Major,1,0,1,0,1,0,0,1,0.18292682926829268,0,5,86,183,173,186
704,low,7,2007-08-15 00:00:00,SubTask,31,0,59,9,Major,1,0,1,0,0,0,0,1,0.18292682926829268,0,9,1,173,257,158
705,high,276,2007-08-15 00:00:00,Task,165,0,0,200,Minor,1,3,0,5,0,0,0,1,0.9174311926605505,0,4,56,190,218,324
706,Nondelay,0,2007-08-15 00:00:00,Bug,0,0,34,0,Major,1,0,1,0,0,0,0,1,0.9174311926605505,0,9,94,198,30,193
707,high,177,2007-08-16 00:00:00,Bug,117,2,0,200,Major,32,1,1,7,7,3,1,1,0.19047619047619047,0,5,14,196,194,82
708,Nondelay,0,2007-08-16 00:00:00,Task,1,0,33,0,Major,1,0,1,0,0,0,0,1,0.9099099099099099,0,10,53,154,152,346
709,Nondelay,0,2007-08-16 00:00:00,Bug,6,0,50,0,Major,1,0,1,0,0,0,0,1,0.17857142857142858,0,9,21,173,2,277
710,high,108,2007-08-16 00:00:00,Task,14,1,12,3,Major,12,3,1,1,31,0,29,1,0.0625,0,2,61,147,181,341
711,Nondelay,0,2007-08-17 00:00:00,Task,5,0,58,10,Major,0,0,1,0,0,0,0,1,0.17647058823529413,0,9,81,193,295,389
712,medium,54,2007-08-17 00:00:00,SubTask,20,2,52,14,Major,8,3,2,2,0,0,0,1,0.17647058823529413,1,9,80,173,262,203
713,Nondelay,0,2007-08-20 00:00:00,Task,5,0,53,2,Major,0,0,1,0,0,0,0,1,0.1839080459770115,0,8,1,156,272,128
714,Nondelay,0,2007-08-20 00:00:00,Bug,4,0,40,1,Critical,0,0,1,0,0,0,0,1,0.1839080459770115,0,9,21,173,294,388
715,high,116,2007-08-21 00:00:00,Support Patch,102,1,0,2,Major,8,3,2,3,0,0,0,1,0.08333333333333333,2,10,29,191,243,190
716,high,261,2007-08-21 00:00:00,Task,265,0,0,200,Major,8,3,1,13,1,0,0,1,0,1,9,88,167,288,399
717,Nondelay,0,2007-08-22 00:00:00,SubTask,1,1,55,13,Major,0,0,1,0,0,0,0,1,0.1797752808988764,1,10,75,87,9,336
718,Nondelay,0,2007-08-22 00:00:00,SubTask,28,0,56,9,Major,1,0,1,0,0,0,0,1,0.1797752808988764,0,10,75,82,175,237
719,Nondelay,0,2007-08-22 00:00:00,SubTask,30,0,56,9,Major,1,0,1,0,0,0,0,1,0.1797752808988764,0,6,57,180,68,397
720,high,214,2007-08-22 00:00:00,Task,115,1,66,3,Minor,6,1,1,1,0,0,0,1,0.1797752808988764,0,8,68,120,273,331
721,low,4,2007-08-22 00:00:00,SubTask,5,0,55,13,Major,1,0,1,0,0,0,0,1,0.1797752808988764,0,9,68,192,262,351
722,Nondelay,0,2007-08-22 00:00:00,Task,0,0,39,3,Major,1,0,1,0,0,0,0,0,0.9230769230769231,0,10,79,66,174,358
723,Nondelay,0,2007-08-23 00:00:00,Task,28,0,55,15,Major,0,0,1,0,0,0,0,1,0.18947368421052632,0,9,26,125,287,121
724,medium,56,2007-08-23 00:00:00,Task,317,2,50,2,Optional,18,1,1,3,0,0,0,1,0.18947368421052632,2,8,84,184,228,222
725,medium,58,2007-08-23 00:00:00,SubTask,36,1,62,6,Major,0,3,1,2,0,0,0,1,0.18947368421052632,0,6,31,156,242,152
726,Nondelay,0,2007-08-23 00:00:00,Task,0,0,39,3,Major,1,0,1,0,0,0,0,0,0.9240506329113924,0,3,90,70,281,266
727,Nondelay,0,2007-08-24 00:00:00,Task,522,4,50,2,Major,37,0,1,6,1,0,0,1,0.19387755102040816,0,10,50,69,196,23
728,low,1,2007-08-24 00:00:00,Feature Request,28,0,0,100,Critical,12,1,1,1,1,0,0,1,0.5,0,10,49,108,63,360
729,Nondelay,0,2007-08-24 00:00:00,Bug,4,0,40,3,Blocker,5,1,1,1,1,0,0,1,0,0,9,100,194,256,324
730,Nondelay,0,2007-08-26 00:00:00,Bug,0,0,33,0,Critical,1,0,1,0,0,0,0,1,0.9107142857142857,0,2,66,181,290,385
731,Nondelay,0,2007-08-26 00:00:00,Bug,0,0,33,0,Critical,1,0,1,0,0,0,0,1,0.9107142857142857,0,7,19,186,268,262
732,Nondelay,0,2007-08-26 00:00:00,Bug,0,0,33,0,Critical,1,0,1,0,0,0,0,1,0.9107142857142857,0,10,71,170,300,263
733,Nondelay,0,2007-08-26 00:00:00,Bug,0,0,33,0,Critical,1,0,1,0,0,0,0,1,0.9107142857142857,0,2,60,49,66,116
734,Nondelay,0,2007-08-26 00:00:00,Bug,0,0,33,0,Critical,1,0,1,0,0,0,0,1,0.9107142857142857,0,8,53,66,17,34
735,Nondelay,0,2007-08-26 00:00:00,Bug,0,0,33,0,Critical,1,0,1,0,0,0,0,1,0.9107142857142857,0,8,77,105,129,388
736,Nondelay,0,2007-08-26 00:00:00,Bug,0,0,33,0,Critical,1,0,1,0,0,0,0,1,0.9107142857142857,0,10,86,145,295,326
737,medium,15,2007-08-26 00:00:00,Bug,8,0,33,100,Critical,1,0,1,0,0,0,0,1,0.9107142857142857,0,10,18,47,278,229
738,Nondelay,0,2007-08-26 00:00:00,Bug,0,0,33,0,Critical,1,0,1,0,0,0,0,1,0.9107142857142857,0,9,64,70,173,35
739,low,11,2007-08-27 00:00:00,Feature Request,8,0,32,1,Minor,1,0,1,0,0,0,0,1,0.9173553719008265,0,10,68,178,34,294
740,Nondelay,0,2007-08-27 00:00:00,Feature Request,95,0,32,1,Major,1,0,1,1,0,0,0,1,0.9173553719008265,0,10,63,172,286,385
741,Nondelay,0,2007-08-27 00:00:00,Feature Request,95,0,32,1,Minor,1,0,1,0,0,0,0,1,0.9173553719008265,0,8,96,200,289,385
742,Nondelay,0,2007-08-27 00:00:00,Bug,0,0,32,1,Major,1,0,1,0,0,0,0,1,0.9173553719008265,0,7,44,162,261,333
743,Nondelay,0,2007-08-27 00:00:00,Task,124,0,0,0,Major,2,0,1,2,0,0,0,1,0.1919191919191919,0,10,56,192,258,351
744,Nondelay,0,2007-08-27 00:00:00,Task,264,1,52,15,Major,5,0,1,7,0,0,0,1,0.1919191919191919,0,2,81,134,118,50
745,medium,56,2007-08-27 00:00:00,SubTask,54,0,66,5,Major,6,3,1,4,0,0,0,1,0.1919191919191919,0,8,99,154,89,295
746,Nondelay,0,2007-08-27 00:00:00,Task,23,0,52,15,Major,1,0,0,2,0,0,0,0,0.1919191919191919,0,4,96,149,201,134
747,high,76,2007-08-28 00:00:00,Task,119,1,51,9,Major,1,3,2,2,1,0,0,1,0.20388349514563106,0,5,89,198,272,379
748,Nondelay,0,2007-08-28 00:00:00,Feature Request,0,0,31,4,Major,1,0,1,0,0,0,0,1,0.92,0,6,57,192,268,385
749,medium,48,2007-08-28 00:00:00,SubTask,17,2,47,17,Major,2,3,2,3,0,0,0,1,0.20388349514563106,0,6,63,160,63,374
750,Nondelay,0,2007-08-28 00:00:00,SubTask,1,0,47,17,Major,1,0,1,0,0,0,0,1,0.20388349514563106,0,10,94,106,179,82
751,Nondelay,0,2007-08-28 00:00:00,SubTask,147,2,75,4,Major,5,0,1,4,0,0,0,1,0.20388349514563106,0,7,41,153,194,156
752,Nondelay,0,2007-08-28 00:00:00,Bug,0,0,31,4,Major,1,0,1,0,0,0,0,1,0.92,0,9,27,97,129,83
753,Nondelay,0,2007-08-28 00:00:00,Task,95,0,31,4,Minor,1,0,1,0,0,0,0,1,0.92,0,9,27,97,129,223
754,medium,13,2007-08-28 00:00:00,Task,8,0,0,5,Major,1,0,1,0,0,0,0,0,0.625,0,1,4,31,248,348
755,Nondelay,0,2007-08-28 00:00:00,Task,0,0,39,3,Major,1,0,1,0,0,0,0,0,0.925,0,9,58,40,127,135
756,Nondelay,0,2007-08-28 00:00:00,Task,0,0,39,3,Major,1,0,1,0,0,0,0,0,0.925,0,9,96,111,61,179
757,medium,13,2007-08-28 00:00:00,Bug,8,0,31,4,Major,1,0,1,0,0,0,0,1,0.92,0,9,47,132,247,380
758,Nondelay,0,2007-08-28 00:00:00,Bug,0,0,31,4,Major,1,0,1,0,0,0,0,1,0.92,0,5,64,104,163,335
759,Nondelay,0,2007-08-28 00:00:00,Bug,0,0,31,4,Major,1,0,1,0,0,0,0,1,0.92,0,7,55,182,124,202
760,Nondelay,0,2007-08-28 00:00:00,Feature Request,1,0,31,4,Major,1,0,1,0,0,0,0,1,0.92,0,5,34,181,232,282
761,medium,55,2007-08-29 00:00:00,Task,29,0,48,18,Major,4,3,0,2,0,0,0,0,0.21495327102803738,1,6,55,120,203,207
762,medium,56,2007-08-29 00:00:00,Task,192,0,60,5,Optional,6,1,1,6,0,0,0,1,0.21495327102803738,0,7,52,169,120,375
763,high,167,2007-08-29 00:00:00,SubTask,85,0,48,18,Major,2,3,1,1,0,0,0,1,0.21495327102803738,0,9,34,200,262,268
764,medium,58,2007-08-29 00:00:00,SubTask,193,0,48,18,Minor,1,1,1,6,0,0,0,1,0.21495327102803738,0,8,25,128,232,275
765,Nondelay,0,2007-08-29 00:00:00,Task,15,0,25,3,Major,3,0,1,1,4,1,0,1,0.14285714285714285,0,9,73,160,132,198
766,medium,17,2007-08-30 00:00:00,Task,11,2,53,20,Minor,6,0,2,2,0,0,0,1,0.23423423423423423,0,9,69,98,239,298
767,Nondelay,0,2007-08-30 00:00:00,Task,38,0,33,3,Minor,1,0,1,3,0,0,0,1,0.23423423423423423,0,10,68,185,273,115
768,medium,20,2007-08-30 00:00:00,Task,209,2,0,100,Minor,10,0,1,2,0,0,0,1,0.23423423423423423,1,8,88,150,31,380
769,medium,17,2007-08-30 00:00:00,Task,24,2,53,8,Major,3,0,2,2,0,0,0,1,0.23423423423423423,0,10,41,153,158,352
