issuekey,title,description,storypoint
DM-2181,"S17 Design Prototype EFD Schema for DRP","The epic involves understanding the structure of the EFD database produced by the Engineering and Facility team, and designing schema that will be best suited for Data Release Production. Note that the original EFD database may not even be in MySQL, there were discussions to store it in Postgresql.  Deliverable: Alpha version of the EFD database schema for DRP with ""real"" data loaded (if available).",52
DM-2182,"FY18 Design DRP-ready EFD Schema",NULL,79
DM-2186,"Move astrometry_net wrapper code from meas_astrom to meas_astrometry_net","We would like to remove all astrometry.net wrapper code from meas_astrom and put it in a new package with a name such as meas_astrometry_net.  This will also require moving any abstract task base classes into a lower-level package such as meas_astrom.",6
DM-2187,"FY17 Data Loader for Large Tables with No Position Information","We need to load some tables (e.g., ForcedSource) that lack director positioning, we will only have the director's primary key. The general case is very expensive (lookup position and chunk for each position), however the fact such tables will be spatially-ordered when loading helps.",60
DM-2188,"Update the astrometry.net astrometry solver to use the new standard schema","DM-1576 provides a new astrometry solver and a new schema for reference objects. However, the old astrometry.net astrometry solver still uses the old schema. It would be wise to convert the old solver to the new schema so that the match list returned by it is in standard format.",4
DM-2189,"Large scale test planning","Need to come up with a plan which data set we will use for large scale tests, and how we will produce it.",10
DM-2190,"Documentation for data loader","Vaikunth had some ""expected"" troubles playing with data loader options for his DM-1570 ticket. Main issue I believe is the absence of the documented use cases and their corresponding data loader options. I'll try to add a bunch of common use cases to RST documentation and also verify that all options behave as expected.",2
DM-2191,"Define command line tasks for pre-ingest transformation","DM-1903 provided a command line task which would transform a {{src}} catalogue into calibrated form. Here, we build on that to provide command line tasks for all source catalogues which will need to be ingested; will include at least {{deepCoadd_src}}, {{goodSeeingCoadd_src}}, {{chiSquaredCoadd_src}}.",6
DM-2192,"Provide transformations for ""big three"" measurements","Provide standard calibration transformations for each of shape, flux and centroid and make sure they are returned as the default transformation for all algorithms measuring those quantities.",10
DM-2193,"Add assertXNearlyEqual to afw","We often want to compare two WCS for approximate equality. afw/image/testUtils has similar functions to compare images and masks and I would like to add one for WCS    This ended up being expanded to adding functions for many afw classes (not yet including image-like classes, though existing functions in image/testUtils for that purpose should probably be wrapped or rewritten on a different ticket)",5
DM-2194,"Ensure proper functioning of HSC distortion correction within obs_subaru","There may be some discrepancy between the pixel units being passed to distest.cc compared to what it is expecting (units of pixels).  This needs to be investigated further and remedied in such a way that all other representations (e.g. in camera.py) are consistent with the other obs_XXX representations.",6
DM-2195,"Create form framework in React","We want to create a new frame work for entering data for forms and dialogs. This is in javascript based on React.js.  This is the first step in our javascript conversion.",10
DM-2197,"Prototype HTM-based spatial binning to visualize large number of catalog sources","See story DM-1551.",8
DM-2199,"Build 2015_03 Qserv release","See https://confluence.lsstcorp.org/display/DM/Qserv+Release+Procedure for recipe. ",1
DM-2201,"Add typemaps for numpy scalars","Add typemaps so that we can use numpy scalars to call C++ functions that take plain old scalar types (e.g. float, double or int). At present attempting to pass numpy scalars will fail unless the type is one of a restricted subset, e.g. float and numpy.float64 succeed but numpy.float32 is rejected as being an incompatible type, and similarly for integer types.",4
DM-2202,"Acquire development data","We'll need a reference set of data to work against.  This could be SDSS, CFHT, or simulated.  Should be 10? epochs with realistic atmospheric conditions taken at similar airmass and hour angle.  Single band is fine for now.",4
DM-2203,"Produce task API","This will require a new task, so will require a new interface and associated RFCs.  The interface should take an arbitrarily large stack of catalogs with or without a reference catalog.  It should return a stack ow WCSs that map from the individual coordinate systems to the reference.",6
DM-2205,"Break down monster DM-1108 stories","[~pgee] -- After finishing the measurement work, your next priority is to get started on DM-1108. However, the stories you have been assigned there are currently too big for useful scheduling (20-30 SPs is a mini-epic; we're looking for less than 10 SPs per story). The first task therefore is to work with [~jbosch], and others if required, to break them down and come up with a set of stories which usefully reflect the work which needs to be done.",4
DM-2206,"Deploy and test network emulation for nightly processing testbed","Deploy and test network emulation for nightly processing testbed.    Assignees: Paul Wefel, Steve Pietrowicz, James Parsons  Duration: January - February 2016",19
DM-2207,"Alert Production Simulator","Start March 2015, finish July 2015 Pietrowicz S - 100%",96
DM-2208,"Complex Event Processing","Start May 2015, finish June 2015",31
DM-2209,"OCS Software","Start July 2015, finish August 2015 Pietrowicz S - 100%",10
DM-2210,"Configuration Management (Puppet)","Start March 2015, finish May 2015 Mather B - 40%",9
DM-2211,"Setup qserv prototype for qserv & SUI teams","Start July 2015, finish August 2015 Glick B - 25%   Qserv requirements: - SUI will be testing against lsst10 (or IPAC qserv) for now ?   SUI requirements:  Xiuqin's 'short term' version: - 1 VM - SUI build server     - 4GB memory and 200GB hard disk should be good enough. - 1 VM - Apache server as a proxy and web front end     - 4GB memory and 100GB hard disk should be enough     - port 80 accessible from outside - 2 VMs - Tomcat servers      - each has 16GB memory, access to 1TB of shared hard disk     - Port 8080 should be open for Apache server to access     - Port 8009 should be open to each other so they can replicate cache. (First 2 VMs are not absolutely needed. We can always use one of the hosts in number 3 to do build and host Apache server.)  Trey Roby's 'long term' (in 2+ years) SUI requirements: - 2 vm/machines for Tomcat servers, they are fairly large       - each 100 GB mem       - each 16 processors       - 1 TB disk space shared and accessible between. - 1 vm/machine for Web Server, can be small 	- 16 GB mem       - 30 GB disk       - 4 processors - 2 small vm/machines for playing around with workspaces/L3 concepts       - each has 8 GB mem       - each 10 GB disk       - 4 processors       - Can share the Tomcat servers disk  space",10
DM-2213,"Storage Policies and Alignment","Start March 2015, finish August 2015 Freemon M - 100%",50
DM-2214,"File System Research and Prototyping","Start March 2015, finish September 2015 Freemon M - 100%, Glick B - 25%, Daues G - 40%, Elliot M - 25%",100
DM-2215,"File Management Technology","Start March 2015, finish September 2015 Daues G - 40%, Freemon M - 100%",50
DM-2216,"Understand GPFS and commercial filesystems between data centers","Start May 2015, finish June 2015 Petravick D - 50%, TBD from SET group",6
DM-2217,"Update Sizing Model","Start March 2015, finish September 2015  Alt J - 50%, Petravick D - 10%",22
DM-2218,"Base Data Center Requirements","Start March 2015, finish May 2015 Petravick D - 50%",18
DM-2221,"Start understanding inheritability and reusability of dataset types","In order to allow for on-the-fly Task creation of dataset types, the essentials of each type need to be encapsulated in code.  That code should be reused across all similar dataset types, and there are opportunities for inheritance and specialization, particularly in cases like simple file-oriented mappers.  Investigate this by prototyping a number of possibilities.",4
DM-2224,"Wide-Area Network Work","Start March 2015, finish September 2015 Wefel P - 25%",20
DM-2225,"LOE - S15 (sys admin)","Glick B - 25%, Mather B - 40%, Elliot M - 25%, Freemon M - 100% Wefel P - 25%",80
DM-2226,"LOE - S15 (management)","Petravick D - 50%, Gelman M - 50%",20
DM-2227,"LOE - S15 (misc)","All NCSA team",10
DM-2228,"LOE - Week ending 3/6/15","- backup issues with lsst-stor141 (https://jira.ncsa.illinois.edu/browse/LSST-632) - setup jumbo frames on lsst-xfer (https://jira.ncsa.illinois.edu/browse/LSST-628) - crashplan reconfig on lsst-xfer (https://jira.ncsa.illinois.edu/browse/LSST-629)",8
DM-2229,"LOE - Week ending 3/13/15","- crashplan issue with lsst-netem (https://jira.ncsa.illinois.edu/browse/LSST-633) - yum/glibc issue with lsst-dbdev1 (https://jira.ncsa.illinois.edu/browse/LSST-631) - account for Jacques Sebag (https://jira.ncsa.illinois.edu/browse/LSST-624)",8
DM-2230,"LOE - Week ending 3/20/15","- lsst-dbdev2 drive failure (https://jira.ncsa.illinois.edu/browse/LSST-636) - account for Colin Slater (https://jira.ncsa.illinois.edu/browse/LSST-634) - disable Robyn Allsman's accounts (https://jira.ncsa.illinois.edu/browse/LSST-623)",26
DM-2231,"LOE - Week ending 3/27/15",NULL,21
DM-2232,"LOE - Week ending 4/3/15","- researched buildbot slowness on lsst-dev <https://jira.lsstcorp.org/browse/DM-2388> - researched buildbot slowness on lsst-dev <https://jira.ncsa.illinois.edu/browse/LSST-638>",16
DM-2233,"LOE - Week ending 4/10/15",NULL,16
DM-2234,"LOE - Week ending 4/17/15",NULL,17
DM-2235,"LOE - Week ending 4/24/15","- Researched how to monitor network drops, errors, etc <https://jira.ncsa.illinois.edu/browse/LSST-641> - Opened up SUI ports on lsst-dev <https://jira.ncsa.illinois.edu/browse/LSST-651> - Moved /nfs/admin/ to /condo/admin/ - Review of EL 6.x kernel security patch - Fixed jumbo frame issues, primarily with old VMs that needed new version of NIC <https://jira.ncsa.illinois.edu/browse/LSST-652>",15
DM-2236,"Prototyping with Puppet",NULL,5
DM-2237,"Test Puppet with base configuration manifests",NULL,38
DM-2239,"Develop use cases for TOWG","Start March 2015, finish May 2015 Petravick D - 50%, Glick B - 25%, Gruendl R - 5%",20
DM-2240,"ISO Work","Start March 2015, finish September 2015 Withers A - 25%",40
DM-2243,"Extend API: expose cursor","Extend API to expose cursor. This was brought up by Andy in DM-2137. ",1
DM-2245,"Define ntermediate plan for MacOSX builds"," We have  1. Obtain a dedicated colo OSX server  2. Have done some testing using the SQuaRE vagrant-sandbox harness  It is therefore a plausible avenue forward to do at least a nightly build/deploy/intgeration-test on OSX pending more extensive arrangements requiring purchase of hardware.  ",4
DM-2246,"Github transition for DM","DM's transition for code repositories to Github is complete.  Outstanding are data repositories; a cleanup of contrib/externals; and supporting the Stash move. ",10
DM-2247,"Workflow improvements for Sims / PST projects","New wokflow for Sims Merge of Opsim and CATsim New workflow for PST ",5
DM-2248,"Prototype automated system for release preparation builds"," Prototype an environment that allows automatic   - Provisioning of a VM for a certain OS - Install the Stack prerequisites for that OS - Build the stack via newinstall.sh from the production server - Run integration tests (in the curent case the sdss test  https://github.com/lsst-sqre/sandbox-stackbuild",22
DM-2250,"Galaxy Fitting via ""ngmix""","Provide wrappers that let us run Erin Sheldon's [ngmix|https://github.com/esheldon/ngmix] as part of the DM pipeline.  Issues so far only cover getting the a single-frame (visit or coadd) version of the code running.  ngmix can also to simultaneous fitting to multiple exposures, but it's not yet clear how we'll want to handle the I/O and that interacts with a future multifit plugin framework.",45
DM-2251,"Implement SExtractor's SPREAD_MODEL","The new SExtractor star/galaxy classifier, SPREAD_MODEL, is popular with everyone who has tried it, and should be simple to implement by building on code in meas_modelfit.  See definition and discussion here: http://arxiv.org/abs/1306.4446",2
DM-2252,"Define common interface for star/galaxy classifiers","We need some common fields for star/galaxy classifiers so they can participate in a slots-like mechanism once we have several of them.  Most of these can produce a floating point number between 0 and 1 (but sometimes it's not limited to that range), and it's rarely a true probability.  We may want to make a boolean that results from a threshold on these be the common interface, but we don't necessarily want to hard-code such a threshold into the processing either - especially when we could also use a FunctorKey to get a boolean from the floating point value.",2
DM-2253,"add third-party package builds for ngmix dependencies","In addition to numpy and scipy, ngmix depends on the emcee and statsmodel packages.  While it can build without them, we probably want the full functionality.  I also see some undeclared dependencies on the ""esutil"" and ""fitsio"" packages (all from esheldon's GitHub), and there may be a few more dependencies on some of his own packages.    This issue includes creating a third-party build for ngmix itself.",6
DM-2254,"Add SFM plugin for ngmix MCMC sampling","Add an SFM plugin for ngmix MCMC fitting, as in the example in the ngmix README.    This should depend on DM-5429 (or a suitably configured modelft_ShapeletPsfApprox) for PSF approximation.    For now, we should just take the mean of all parameters in the MCMC samples and write those to the record, as we currently don't have any way to save all of the samples.    Testing and tuning this algorithm to get it working well should be deferred to another issue.  The only requirement here is that it be able to run without crashing (even if that means setting the number of samples small).",10
DM-2256,"make a simple build for Firefly package","We want to have a out of box build for users of Firefly package. It will include a simple Firefly viewer. ",6
DM-2257,"Allow eups xrootd install script to be relocatable","xrootd lib/ directory should be s relative symlink to lib64, no a full path link.",1
DM-2258,"Setup in2p3 cluster for Qserv team","- create accounts - update umask on stack  to each account - provide easy ssh config if possible - setup up build procedure (each developer can build Qserv using tag git and 'git' version is set up by default on all the Qserv if ti exists)",2
DM-2259,"remove PSFAttributes","PSFAttributes has long been deprecated, and we just need a little more work to remove it:  - Add an effective area accessor to the Psf interface, and implement it in ImagePsf.  - Replace usage of PSFAttributes with usage of Psf accessors.  This may require a little work if code depends on the details of how the shape was calculated, as PSFAttributes provided support for more algorithms than we will going forward.",2
DM-2262,"Improve build system for sphgeom",NULL,2
DM-2263,"Create pilot condor jobs","Create long-running jobs to reduce the startup time for new HTCondor jobs.   This can be implemented as a parent/child, or as a on_exit_remove=false directive in HTCondor.  I suspect it will be a combination of the two.",21
DM-2264,"Implement task switching between work job machines","AP requires that jobs are handed off to different worker job clusters as the previous set of images is being worked on.",4
DM-2265,Refactoring,"The initial prototype of the AP simulator needs to be refactored to improve how tasks are handled by the components for further development.",25
DM-2268,"Implement API for reading simulated camera data","Currently this is generated by the replicator and sent to the distributor.  The idea where is to put the API in place so that the data will be transferred from outside of the replicator to it, and then passed on.",10
DM-2269,"Implement file transfer API ","Create file transfer API so we can easily test different types of file transfer mechanisms to/from the AP.",4
DM-2270,"Move VMs to Docker containers","We anticipate being able to move from the VMs that we currently use to using docker.  This will require some coordination with Greg Daues to see how HTCondor is configured.  ",2
DM-2272,"Unify logging strategy for python scripts","- add -vvv option  - remove default value for configuration file in logger, provide it at each script level (i.e. integration test, data loader).   - if it exists, provide configuration file option explicitly to all called submodules which uses it.    See admin/python/lsst/qserv/admin/logger.py  {code:python}   14 def get_default_log_conf():                                                                                                                                                                  15     default_log_conf = ""{0}/.lsst/logging.ini"".format(os.path.expanduser('~'))                                                                                                               16     return default_log_conf                                                                                                                                                                  17                                                                                                                                                                                              18 def add_logfile_opt(parser):                                                                                                                                                                 19     """"""                                                                                                                                                                                      20     Add option to command line interface in order to set path to standar                                                                                                                     21     configuration file for python logger                                                                                                                                                     22     """"""                                                                                                                                                                                      23                                                                                                                                                                                              24     parser.add_argument(""-V"", ""--log-cfg"", dest=""log_conf"",                                                                                                                                  25                         default=get_default_log_conf(),                                                                                                                                      26                         help=""Absolute path to yaml file containing python"" +                                                                                                                27                         ""logger standard configuration file"")                                                                                                                                28     return parser                                                                                                                                                                            29                                                                                                                                                                                              30                                                                                                                                                                                              31 def setup_logging(path='logging.ini',                                                                                                                                                        32                   default_level=logging.INFO):                                                                                                                                               33     """"""                                                                                                                                                                                      34     Setup logging configuration from yaml file                                                                                                                                               35     if the yaml file doesn't exists:                                                                                                                                                         36     - return false                                                                                                                                                                           37     - configure logging to default_level                                                                                                                                                     38     """"""                                                                                                                                                                                      39     if os.path.exists(path):                                                                                                                                                                 40         with open(path, 'r') as f:                                                                                                                                                           41             logging.config.fileConfig(f)                                                                                                                                                     42         return True                                                                                                                                                                          43     else:                                                                                                                                                                                    44         logging.basicConfig(level=default_level)                                                                                                                                  45         return False    {code}",6
DM-2277,"Document HOW-TO setup-up krb5 for easy cluster access","{code:bash} su aptitude install krb5-user # edit /etc/krb5.conf w.r.t ccage one # then as desktop user kinit ssh ccqservxxx {code}  /etc/krb5.conf {code:bash} [libdefaults] 	default_realm = IN2P3.FR  ... 	allow_weak_crypto = true   ... [realms] 	IN2P3.FR = { 		kdc = kerberos-1.in2p3.fr:88 		kdc = kerberos-2.in2p3.fr:88 		kdc = kerberos-3.in2p3.fr:88     		master_kdc = kerberos-admin.in2p3.fr:88     		admin_server = kerberos-admin.in2p3.fr     		kpasswd_server = kerberos-admin.in2p3.fr     		default_domain = in2p3.fr {code}  sshconfig: {code:bash} Host ccqservbuild GSSAPIAuthentication yes GSSAPIDelegateCredentials yes ForwardX11 yes HostName ccqservbuild.in2p3.fr #ProxyCommand ssh -W %h:%p cc   Host ccqserv1* GSSAPIAuthentication yes GSSAPIDelegateCredentials yes ForwardX11 yes HostName %h.in2p3.fr ProxyCommand ssh -W %h:%p ccqservbuild {code}",2
DM-2279,"Fix problems with mysql timeout","We added some code for supporting reconnecting (see https://dev.lsstcorp.org/trac/ticket/3042) but clearly not enough to recover from connection timeouts. This needs to be addressed.",1
DM-2280,"The TAN_PIXELS cameraGeom coordinate system should be with respect to the center of the focal plane","The TAN_PIXELS cameraGeom coordinate system (the position on a detector if there is no optical distortion) is presently defined with respect to the center of the detector -- i.e. a star at the center of the detector will have the same position in PIXELS and TAN_PIXELS coordinates. That is a mistake. TAN_PIXELS should be defined with respect to the center of the focal plane, since it then reflects the effects of having optical distortion or not.  Fixing this will help meas_astrom match stars. The effects of not fixing it are making the matcher search farther for a fit. As long as we allow sufficient offset in the matcher config the current system will work, but it is not ideal.",2
DM-2281,"Implement connection pool","Implement a class that manages a connection pool, and optionally, if configured, restarts connection as needed in case of timeout.",1
DM-2282,"Switch to using db connection pool","Switch to using the db connection pool. Note, in addition to getting auto-reconnect, in metaserv that would handy if we need to talk to multiple database servers simultaneously.",1
DM-2286,"Participate in design process","Participate and guide the SUI design process, generate charts and documents as appropriate",9
DM-2287,"Move javascript code into firefly repo and begin creating a real input form",NULL,10
DM-2288,"Work with Camera & Pipeline team to spec out  proof of concept tools",NULL,14
DM-2289,"Personnell requisitions ","Work though recruiting for software effort.  Investigated and filled the ""kenton"" recruiting pattern at NCSA -- (few explicit requirements, many desirable)  Began discussion to break down hires for ""2nd"" floor  work -- to be in the LSST group v.s support groups -- ADS and Doug's group",3
DM-2290,"Arrange for commercial object store presentation","arrage for presentations next week w.r.t commercial object store.  The vendor in question is know to NCSA and has claims to have produced a commercial object store having both NFS,  GPFS  and swift interfaces. ",1
DM-2291,"Begin WBS review ","Begin  comprehensive review of the WBS.   Forced on overall framework and begin  workflow systems  ",1
DM-2292,"Security officer orientation","begin orientation of LSST ISO ALEX Withers. ",1
DM-2293,"Internet2 TIER investigation",NULL,1
DM-2294,"Unable to start cmsd on Qserv worker node","Some build issues have qlready been fixed in commit: 9dd378829e8751a6852356967411c20580e2a1c3  Here's the log:  {code:bash} [fjammes@ccqserv101 ~]$ cat /qserv/qserv-run/var/log/worker/cmsd.log 150309 21:19:46 9794 Starting on Linux 3.10.0-123.8.1.el7.x86_64 Copr.  2004-2012 Stanford University, xrd version v20140617-203cf45 ++++++ cmsd worker@ccqserv101.in2p3.fr initialization started. Config using configuration file /qserv/qserv-run/etc/lsp.cf =====> all.adminpath /qserv/qserv-run/tmp =====> xrd.port 1094 =====> xrd.network nodnr Config maximum number of connections restricted to 4096 Config maximum number of threads restricted to 2048 Copr.  2007 Stanford University/SLAC cmsd. ++++++ worker@ccqserv101.in2p3.fr phase 1 initialization started. =====> all.role server =====> ofs.osslib libxrdoss.so  =====> oss.localroot /qserv/qserv-run/xrootd-run =====> cms.space linger 0 recalc 15 min 10m 11m =====> all.pidpath /qserv/qserv-run/var/run =====> all.adminpath /qserv/qserv-run/tmp =====> all.manager ccqserv100.in2p3.fr:2131 =====> all.export / nolock The following paths are available to the redirector: w  /   ------ worker@ccqserv101.in2p3.fr phase 1 server initialization completed. ++++++ worker@ccqserv101.in2p3.fr phase 2 server initialization started. Plugin Unable to find  required version information for XrdOssGetStorageSystem in osslib libxrdoss.so ------ worker@ccqserv101.in2p3.fr phase 2 server initialization failed. 150309 21:19:46 9794 XrdProtocol: Protocol cmsd could not be loaded ------ cmsd worker@ccqserv101.in2p3.fr:1094 initialization failed {code}",2
DM-2295,"Read through Don's SCADA notes and comment",NULL,1
DM-2299,"Revisit db and dbPool, separate connection from utilities","Revisit whether we need something better than a very basic db connection pool.    It may be worth looking at http://docs.sqlalchemy.org/en/rel_0_9/core/pooling.html (or even sqlalchemy in general). Note the Pooling Plain DB-API Connections section - one can use sqlalchemy pooling independently of the other library features.    Separate utilities like createDb(), dbExists() and such from core part that deals with connections / sqalchemy.",12
DM-2300,"Improve Webserv/Metaserv","Work includes implementing features requested by SUI (schema metadata, units etc)",35
DM-2301,"Support metadata for databases without description","The metaserv should be able to support databases for which we don't have the ascii schema with descriptions and special tokens (ucd, units etc). This story involves implementing it. In practice, the metaserv/bin/metaBackend will need to be extended to implement ""ADD DB""",4
DM-2305,"Measurement transforms for Flux","Provide calibration transforms for flux measurements to magnitudes.",3
DM-2306,"Measurement transforms for centroids","Provide calibration transforms for all algorithms measuring centroids.",5
DM-2307,"Measurement transforms for shapes","Provide calibration transforms for algorithms measuring shapes.",2
DM-2309,"Update dev quick-start guide to new git repositories","The quick-start documentation for developers still points to the old git repositories. The RST document needs to be updated to the GitHub repos.",1
DM-2312,"obs_test's table file is out of date","obs_test's table file is somewhat out of date. Problems include:  - afw is required but missing  - meas_algorithms and skypix are used by bin/genInputRegistry.py, which is only used to create the input repo so these can be optional  - daf_persistence is not used  - daf_base is only used by bin/genInputRegistry.py, so it can be optional (though it is presumably setup by daf_butlerUtils in any case)",1
DM-2314,"Improve xssi API to send a few bytes with the message informing the client that a response is available on  the server","This would allow Qserv no to send the first protobuf header as a xrootd in-band message, and save some resources (network and CPU due to xrootd/TCP/IP encapsulation)",6
DM-2316,"Clarify expectations for unauthenticated user data access","h4. Short version:  Clarify what existing community practices, notably including VO interfaces, appear to rely on the availability of unauthenticated access to information in astronomical archives.  h4. Details:  At the February DM All Hands, [~frossie] raised an objection when it was mentioned that there is a presumption that all user access to LSST data through the DM interfaces (as opposed to through EPO) will be authenticated.  We don't appear to have ever documented an explicit requirement that all access be authenticated.  The basic controlling requirement is OSS-REQ-0176, ""The LSST Data Management System shall provide open access to all LSST Level 1 and Level 2 Data Products, as defined in the LSST System Requirements and herein, in accordance with LSSTC Board approved policies. ..."", which was a carefully crafted indirection at a time when the policy for non-US/Chile access was still being developed.  However, this presumption has been around for a long time.  It is inherent to the project policy that access to the non-Alert data will be limited to individuals who are entitled to it.  No matter what we think the final policy might be, we do have to design a system that can be consistent with this policy.  [~frossie] stated that the astronomical community relies on certain types of data and metadata - she mentioned coverage maps, among others - being available through unauthenticated interfaces.  This ticket is to ask her (and others) to collect documentation of those existing practices, so that we can figure out what the expectations may be and how to respond to them in our design.",2
DM-2320,"Remove deprecated merging code: rproc::TableMerger","rproc::TableMerger seems to be replaced with rproc::InfileMerger, so this class could certainly be removed easily. ",2
DM-2322,"Revisit exceptions in db module","Revisit db/python/lsst/db/exception.py. Perhaps get rid of the numbers.",5
DM-2323,"KT reading list for operational requirements",NULL,2
DM-2324,"Observatory site requirements reading",NULL,2
DM-2327,"Setup hosts for SUI (2x Tomcat, Apache, and build)","Xiuqin's 'short term' version: 1 VM - SUI build server 4GB memory and 200GB hard disk should be good enough. 1 VM - Apache server as a proxy and web front end 4GB memory and 100GB hard disk should be enough port 80 accessible from outside 2 VMs - Tomcat servers each has 16GB memory, access to 1TB of shared hard disk Port 8080 should be open for Apache server to access Port 8009 should be open to each other so they can replicate cache. (First 2 VMs are not absolutely needed. We can always use one of the hosts in number 3 to do build and host Apache server.)  The 2 Tomcat servers are larger than we can currently support as VMs.   We've discussed repurposing 2 of the older LSST ""cluster/condor"" nodes (e.g. lsst14 & lsst15) for this purpose.  But, ideally these could be implemented with the new vSphere hardware if the timeframe works.",4
DM-2329,"review """"data center in a box"" mali.  Recover consultant's contact into ","reviewed the data center in a  box, recovered consultant's name prior to drafting a SOW.",1
DM-2330," attend DDN WOS briefing, write summary note. ","as described above.  Summary note is attached. also looked for use of this product in DOE labs, who would be consumers  of LSST data.  Discovered that it had been investigated for use in HEP a few years earlier, but that is was not adopted because, at that time the hardware and software were coupled.",1
DM-2331,"misc for week of march 9","finalize job descriptions. Meet with kantor additional hour of  orientation for the ISO. group meeting  Misc.",1
DM-2334,"Simplify interactions with XrdOss","The qserv code is still using the old ssi scheme for the cmsd, this needs to be rewritten. For  details, see  https://listserv.slac.stanford.edu/cgi-bin/wa?A1=ind1503&L=QSERV-L#3",5
DM-2335,"Setup IRODS zone on ISL OpenStack","We begin an examination of iRODS for managing data collections. We perform initial testing using resources available on NCSA's ISL OpenStack.  To mock up a zone or 'data grid' managed by iRODS, we set up an ICAT server, a resource server (this is a data storage resource that does not run the central database), and a client host. ",4
DM-2336,"Save iRODS installations/servers as docker images","We install and configure iRODS servers (an ICAT server, a resource server, a client host) in docker and make images, pushing the results to a docker hub repository. ",4
DM-2337,"develop/propose storage policies",NULL,6
DM-2338,"develop/propose storage procedures",NULL,10
DM-2339,"develop/propose storage implementation",NULL,3
DM-2340,"Reprise SDRP processing metrics","In support of an SDRP-based science talk of Yusra AlSayyad, we spent some cycles gathering/summarizing processing middleware results and metrics from the US side of processing of the Split DRP.  This information from notes, logs, databases, etc provided contextual information on the processing campaign that produced the SDRP science results. ",2
DM-2341,"Use parallel ssh to manage Qserv on IN2P3 cluster","IN2P3 sysadmin won't manage Qserv through puppet. So Qserv team has to provide ssh scripts to do this.  ",5
DM-2342,"Integrate changes from Events code review",NULL,6
DM-2343,"Move afw_extensions_rgb functionality into afw proper","See RFC-32 ",1
DM-2347,"(In)equality semantics of Coords are confusing","Viz:  {code} In [1]: from lsst.afw.coord import Coord In [2]: c1 = Coord(""11:11:11"", ""22:22:22"") In [3]: c1 == c1, c1 != c1 Out[3]: (True, False) In [4]: c2 = Coord(""33:33:33"", ""44:44:44"") In [5]: c1 == c2, c1 != c2 Out[5]: (False, True) In [6]: c3 = Coord(""11:11:11"", ""22:22:22"") In [7]: c1 == c3, c1 != c3 Out[7]: (True, True) {code}  {{c1}} is simultaneously equal to *and* not equal to {{c3}}!",1
DM-2348,"useValueEquality and usePointerEquality fail to fail","These SWIG macros return a class instead of raising an exception instance when the equality operation fails.",1
DM-2349,"Add unit tests to SchemaToMeta","Add unit tests, also improve variable names as suggested by K-T in comments in DM-2139",1
DM-2352,"Install and learn to use iPython notebook",NULL,4
DM-2353,"Participate in design discussion","Participate  in the design discussions three times weekly for two to three months. ",9
DM-2354,"Participate in design discussion","Participate in the design discussions three times weekly for two to three months. ",9
DM-2355,"Participate in design discussion","Participate in the design discussions three times weekly for two to three months. ",9
DM-2356,"Identify the hardware resources needed at NCSA for short term development ","Supply the hardware resources needed at NCSA for short term development. It is captured in DM-2327  ",1
DM-2357,"make PixelFlagsAlgorithm fully configurable","PixelFlagsAlgorithm currently hard-codes the mask planes it considers.  This should be fully configurable instead.  It also overloads the ""edge"" flag to mean both ""EDGE mask plane was set"" and ""centroid was off the edge of the image"".  These should be different flags.  We may also want to have this algorithm use SafeCentroidExtractor.'  Finally, the algorithm is woefully undertested.",2
DM-2358,"standardize handling of missing peaks in centroiders","GaussianCentroid has a NO_PEAK flag that it sets when there is no Peak to use as an input.  SdssCentroid does not.  This behavior should be standardized.  Maybe we should use SafeCentroidExtractor here?",1
DM-2363,"RGB code introduces dependency on matplotlib","While the new RGB code looks like it's just calling NumPy, NumPy is actually delegating to matplotlib under the hood when it writes RGB(A) arrays.  It also turns out that code is broken in matplotlib prior to 1.3.1 (though that shouldn't be a problem for anyone but those who - like me - are trying to use slightly older system Python packages).  I think think this means we should add an optional dependency on matplotlib to the afw table file, and condition the running of the test code on matplotlib's presence (and, ideally, having the right version).  I'm happy to do this myself (since I'm probably the only one affected by it right now).",1
DM-2364,"Revisit the choice of using flask","We should quickly revisit if flask is the right choice for us.  Related: reportedly, our simple flask-based webserver is using more CPU in an idle state than expected. It might be useful to profile things, and look into that. ",1
DM-2367,"run lsstswBuild.sh in a clean sandbox","The ""driver"" script, lsstswBuild.sh, used by the buildbot slave on lsst-dev to initiate a ""CI run"" has a number of environment assumptions (binaries in the $PATH, paths to various components, hostnames, etc.).  This prevents it from [easily] being invoked on any other host.  As lsstswBuild.sh builds a number of packages that are not in the lsst_distrib product, the os level dependencies for these other products need to be determined.  In addition, the current version of lsstswBuild.sh and related scripts on lsst-dev are not version controlled.",8
DM-2370,"Move QuerySession::_stmtParallel from query::SelectStmtPtrVector to query::SelectStmtPtr","QuerySession::_stmtParallel is a vector but it seems only it's first element is used, so storing it in a vector doesn't seem necessary.  Code can be easily simplified here. This should lead to mode understandable code.  QuerySession public members and method comments could also be improved here.",4
DM-2371,"run lsstswBuild.sh under Jenkins on EL6","* Demonstrate lsstswBuild.sh being invoked by jenkins on EL6 (same OS as lsst-dev). * Experiment with a single build slave attached to a jenkins master * Investigate configuration management of jenkins builds.",6
