#,impact,delaydays,openeddate,type,discussion,repetition,perofdelay,workload,priority,no_comment,no_priority_change,no_fixversion,no_fixversion_change,no_issuelink,no_blocking,no_blockedby,no_affectversion,reporterrep,no_des_change,topic_10,topic_100,topic_200,topic_300,topic_400
523,medium,40,2007-07-22 00:00:00,Improvement,102,0,0,18,Major,1,0,1,0,0,0,0,0,0,0,5,97,192,296,323
524,medium,40,2007-07-22 00:00:00,Improvement,102,0,0,18,Major,1,0,1,0,0,0,0,0,0,0,1,71,180,265,141
525,Nondelay,0,2007-07-23 00:00:00,Bug,8,1,0,2,Critical,17,0,1,2,3,0,0,1,0,2,9,14,112,106,364
526,Nondelay,0,2007-07-23 00:00:00,Bug,12,0,0,5,Major,8,1,1,2,1,0,0,0,0.0425531914893617,2,6,17,105,105,208
527,Nondelay,0,2007-07-24 00:00:00,Bug,8,0,0,3,Critical,1,1,1,2,2,0,0,1,0,0,3,82,128,213,398
528,Nondelay,0,2007-07-24 00:00:00,Bug,94,2,0,3,Critical,6,1,1,6,0,0,0,1,0,0,3,70,180,259,400
529,Nondelay,0,2007-07-24 00:00:00,Suggestion,33,0,0,0,,0,1,1,1,1,0,0,0,0,0,10,100,181,138,310
530,Nondelay,0,2007-07-24 00:00:00,Suggestion,1,0,0,4,,1,1,1,1,1,0,0,1,0,0,4,98,65,227,167
531,medium,40,2007-07-24 00:00:00,Improvement,101,0,0,21,Major,1,0,1,0,0,0,0,0,0.75,0,7,75,185,151,304
532,medium,40,2007-07-25 00:00:00,Bug,100,0,0,6,Major,0,0,1,0,0,0,0,1,0.3333333333333333,0,4,67,162,230,394
533,Nondelay,0,2007-07-25 00:00:00,Bug,1,0,0,0,Minor,4,0,1,2,0,0,0,2,0,1,10,35,134,296,385
534,Nondelay,0,2007-07-25 00:00:00,Bug,12,0,0,3,Major,1,0,1,2,1,0,0,1,0,0,10,64,115,289,178
535,Nondelay,0,2007-07-26 00:00:00,Suggestion,30,0,0,0,,6,1,1,1,0,0,0,1,0,0,9,18,74,212,399
536,Nondelay,0,2007-07-26 00:00:00,Bug,8,0,0,0,Major,7,0,1,2,1,0,0,1,0,0,5,82,161,156,383
537,Nondelay,0,2007-07-26 00:00:00,Suggestion,4,0,0,2,,1,1,1,0,1,0,0,1,0.2,0,9,56,103,160,334
538,Nondelay,0,2007-07-26 00:00:00,Bug,0,0,0,4,Critical,0,0,1,0,1,0,0,1,0.2,1,9,78,42,119,289
539,Nondelay,0,2007-07-27 00:00:00,Bug,19,0,0,4,Major,9,0,1,2,1,0,0,2,0,0,5,96,190,270,192
540,medium,40,2007-07-27 00:00:00,Improvement,99,0,0,22,Major,5,0,1,0,0,0,0,0,0,0,4,93,116,198,276
541,Nondelay,0,2007-07-30 00:00:00,Bug,2,0,0,1,Minor,5,0,1,2,0,0,0,1,0,2,5,37,101,221,395
542,Nondelay,0,2007-07-30 00:00:00,Bug,2,0,0,5,Major,3,0,1,2,2,0,0,1,0,0,2,85,81,271,5
543,Nondelay,0,2007-07-30 00:00:00,Bug,1,0,0,3,Major,2,0,1,2,0,0,0,1,0.1111111111111111,1,8,100,190,170,85
544,Nondelay,0,2007-07-30 00:00:00,Suggestion,1,0,0,5,,1,1,1,1,0,0,0,0,0.3103448275862069,0,10,50,102,164,62
545,Nondelay,0,2007-07-31 00:00:00,Bug,5,0,0,0,Major,2,0,2,5,0,0,0,1,0,0,5,76,187,243,372
546,Nondelay,0,2007-07-31 00:00:00,Bug,1,0,0,0,Trivial,1,0,1,2,0,0,0,1,0,0,5,43,160,298,319
547,low,13,2007-07-31 00:00:00,Bug,1,0,0,2,Major,2,0,1,2,1,0,0,1,0,0,6,79,9,166,340
548,low,12,2007-07-31 00:00:00,Suggestion,1,0,0,6,,1,1,1,1,0,0,0,1,0,0,2,76,193,236,191
549,high,498,2007-07-31 00:00:00,Suggestion,120,0,0,6,,1,1,1,1,0,0,0,0,0,0,2,66,174,164,336
550,high,179,2007-07-31 00:00:00,Bug,97,0,0,7,Critical,0,0,1,0,0,0,0,0,0.42857142857142855,0,6,1,35,275,203
551,Nondelay,0,2007-08-01 00:00:00,Bug,8,0,0,0,Major,2,0,1,1,0,0,0,1,0,0,8,66,193,262,191
552,Nondelay,0,2007-08-01 00:00:00,Bug,8,0,0,0,Major,1,0,1,4,0,0,0,2,0,0,9,62,168,281,307
553,Nondelay,0,2007-08-01 00:00:00,Bug,4,0,0,4,Minor,0,0,1,1,1,0,0,0,0,0,9,31,83,42,120
554,Nondelay,0,2007-08-02 00:00:00,Bug,7,0,0,6,Critical,2,0,1,1,1,0,0,1,0,1,7,74,128,197,389
555,Nondelay,0,2007-08-02 00:00:00,Suggestion,39,0,0,2,,2,1,1,2,1,0,0,1,0.125,0,10,85,37,266,296
556,Nondelay,0,2007-08-02 00:00:00,Bug,1,0,0,5,Major,3,0,1,1,0,0,0,0,0,1,9,31,196,213,235
557,Nondelay,0,2007-08-02 00:00:00,Bug,31,0,0,0,Trivial,0,0,1,1,0,0,0,0,0.48,0,3,31,118,273,216
558,Nondelay,0,2007-08-02 00:00:00,Bug,0,0,0,0,Major,0,0,1,2,0,0,0,0,0.48,0,3,2,200,122,49
559,medium,40,2007-08-02 00:00:00,Improvement,96,0,0,23,Major,0,0,0,0,0,0,0,0,0,0,9,73,177,155,216
560,Nondelay,0,2007-08-03 00:00:00,Bug,8,1,0,6,Major,6,0,1,4,0,0,0,1,0,0,6,100,163,277,206
561,Nondelay,0,2007-08-03 00:00:00,Suggestion,7,0,0,4,,17,1,1,1,2,0,0,1,0,0,6,67,187,290,175
562,Nondelay,0,2007-08-06 00:00:00,Suggestion,5,0,0,0,,4,1,1,1,1,0,0,0,0,0,6,80,196,275,351
563,Nondelay,0,2007-08-06 00:00:00,Suggestion,1,0,0,1,,2,1,1,2,0,0,0,0,0.08,0,7,63,111,213,14
564,Nondelay,0,2007-08-06 00:00:00,Bug,2,0,0,6,Minor,0,0,1,1,0,0,0,1,0,0,5,17,10,123,351
565,Nondelay,0,2007-08-07 00:00:00,Bug,18,1,0,7,Major,3,0,1,2,2,0,0,1,0,0,9,12,193,17,397
566,Nondelay,0,2007-08-07 00:00:00,Suggestion,14,0,0,0,,6,1,1,1,0,0,0,0,0,0,10,29,183,108,309
567,Nondelay,0,2007-08-08 00:00:00,Suggestion,1,0,0,0,,0,1,1,2,0,0,0,0,0,0,8,28,75,41,35
568,medium,40,2007-08-08 00:00:00,Improvement,93,0,0,24,Major,0,0,0,0,0,0,0,0,0.7692307692307693,0,9,4,67,231,247
569,medium,40,2007-08-08 00:00:00,Improvement,93,0,0,24,Major,0,0,0,0,0,0,0,0,0.7692307692307693,0,9,36,148,263,371
570,medium,40,2007-08-08 00:00:00,Improvement,93,0,0,24,Major,0,0,0,0,0,0,0,0,0.7692307692307693,0,9,94,67,263,396
571,medium,40,2007-08-08 00:00:00,Improvement,93,0,0,24,Major,0,0,1,0,0,0,0,0,0.7692307692307693,0,4,80,67,254,349
572,medium,40,2007-08-08 00:00:00,Improvement,93,0,0,24,Major,0,0,1,0,0,0,0,0,0.7692307692307693,0,4,98,155,252,386
573,medium,40,2007-08-08 00:00:00,Improvement,93,0,0,24,Major,1,0,1,0,0,0,0,0,0.7692307692307693,0,4,80,67,254,349
574,medium,40,2007-08-08 00:00:00,Improvement,93,0,0,24,Major,1,0,1,0,0,0,0,0,0.7692307692307693,0,4,98,116,297,316
575,medium,40,2007-08-08 00:00:00,Improvement,93,0,0,24,Major,1,0,1,0,0,0,0,0,0,0,10,86,145,226,118
576,medium,40,2007-08-08 00:00:00,Improvement,93,0,12,8,Major,0,0,1,0,0,0,0,0,0.7692307692307693,0,7,85,168,221,398
577,medium,40,2007-08-09 00:00:00,Improvement,93,0,0,32,Major,2,0,1,0,0,0,0,1,0.5,0,6,62,107,25,394
578,Nondelay,0,2007-08-09 00:00:00,Bug,4,0,0,8,Critical,2,0,1,2,0,0,0,2,0,0,4,51,21,277,101
579,Nondelay,0,2007-08-09 00:00:00,Bug,13,0,0,2,Trivial,7,0,1,2,0,0,0,1,0,2,7,18,188,32,8
580,Nondelay,0,2007-08-09 00:00:00,Suggestion,35,0,0,2,,8,1,1,1,0,0,0,0,0,0,4,76,120,263,181
581,Nondelay,0,2007-08-10 00:00:00,Bug,1,0,0,0,Critical,2,1,1,2,0,0,0,1,0,0,10,90,133,274,150
582,Nondelay,0,2007-08-10 00:00:00,Suggestion,9,0,0,4,,10,1,1,3,1,0,0,1,0,1,2,85,158,279,5
583,Nondelay,0,2007-08-10 00:00:00,SubTask,18,0,0,6,Major,0,0,1,0,1,0,0,0,0.18518518518518517,0,3,72,157,269,39
584,Nondelay,0,2007-08-13 00:00:00,Suggestion,68,0,0,3,,8,1,1,1,2,0,0,0,0.07142857142857142,2,1,66,171,155,290
585,Nondelay,0,2007-08-13 00:00:00,Suggestion,368,0,0,7,,1,1,1,1,0,0,0,0,0.3333333333333333,0,1,85,134,268,318
586,low,13,2007-08-14 00:00:00,Bug,78,0,0,98,Major,1,0,1,5,4,0,0,1,0,0,7,88,71,121,165
587,Nondelay,0,2007-08-14 00:00:00,Suggestion,0,0,0,0,,0,1,1,0,0,0,0,1,0.21428571428571427,0,3,72,22,269,39
588,Nondelay,0,2007-08-14 00:00:00,Bug,0,0,0,7,Trivial,1,0,1,0,0,0,0,1,0.21428571428571427,0,1,86,124,123,397
589,Nondelay,0,2007-08-14 00:00:00,Suggestion,68,0,0,0,,3,1,1,1,1,0,0,1,0,0,6,24,80,157,211
590,Nondelay,0,2007-08-14 00:00:00,Bug,39,0,0,4,Minor,3,0,1,2,2,0,0,0,0.10714285714285714,0,2,94,120,253,374
591,Nondelay,0,2007-08-15 00:00:00,Bug,19,0,0,5,Major,2,0,1,0,0,0,0,1,0.2978723404255319,0,6,77,178,257,343
592,Nondelay,0,2007-08-16 00:00:00,Suggestion,68,2,0,0,,1,1,1,5,1,0,0,1,0.23333333333333334,1,5,27,180,105,208
593,Nondelay,0,2007-08-16 00:00:00,Bug,8,0,0,0,Critical,4,1,1,2,0,0,0,1,0,0,10,90,128,225,281
594,Nondelay,0,2007-08-16 00:00:00,Bug,4,0,0,6,Major,1,0,1,2,0,0,0,1,0.05555555555555555,0,10,13,1,84,22
595,Nondelay,0,2007-08-16 00:00:00,Suggestion,0,0,0,0,,1,1,1,1,0,0,0,0,0.23333333333333334,0,9,26,22,190,330
596,Nondelay,0,2007-08-17 00:00:00,Bug,174,0,0,5,Major,8,0,1,3,1,0,0,1,0,0,8,29,119,267,337
597,Nondelay,0,2007-08-17 00:00:00,Bug,0,0,0,6,Major,1,0,1,2,0,0,0,1,0,0,10,93,134,73,390
598,Nondelay,0,2007-08-17 00:00:00,Bug,0,0,0,4,Minor,6,0,1,3,4,0,0,1,0.21875,0,3,35,184,261,280
599,high,113,2007-08-19 00:00:00,Bug,4,0,0,25,Blocker,2,0,3,2,1,0,0,1,0.2,0,4,50,102,164,62
600,high,178,2007-08-19 00:00:00,Support Request,1,0,0,200,Major,2,0,1,1,1,0,0,0,0,0,10,31,118,53,383
601,Nondelay,0,2007-08-20 00:00:00,Suggestion,5,0,0,0,,0,1,1,1,0,0,0,1,0,0,3,68,184,274,269
602,Nondelay,0,2007-08-20 00:00:00,Support Request,2,1,0,0,Critical,8,1,1,1,0,0,0,1,0,0,5,92,15,150,396
603,Nondelay,0,2007-08-22 00:00:00,Suggestion,0,0,0,7,,1,1,1,0,0,0,0,0,0.2857142857142857,0,4,93,7,184,294
604,Nondelay,0,2007-08-22 00:00:00,Suggestion,36,0,0,0,,0,1,1,1,1,0,0,0,0.1,0,3,72,11,283,376
605,Nondelay,0,2007-08-22 00:00:00,Bug,0,0,0,7,Minor,1,0,1,0,0,0,0,1,0.2857142857142857,0,2,80,174,263,285
606,Nondelay,0,2007-08-24 00:00:00,Suggestion,40,0,0,0,,2,2,1,1,0,0,0,1,0,0,9,7,26,238,379
607,Nondelay,0,2007-08-24 00:00:00,Bug,14,0,0,7,Major,2,0,1,2,2,0,0,1,0,0,3,82,36,108,338
608,Nondelay,0,2007-08-25 00:00:00,Bug,3,0,0,3,Major,3,0,1,2,1,0,0,1,0,0,5,85,189,183,136
609,Nondelay,0,2007-08-27 00:00:00,Bug,1,0,0,3,Minor,2,0,1,2,0,0,0,1,0,0,2,78,159,251,324
610,Nondelay,0,2007-08-27 00:00:00,Bug,7,0,0,3,Critical,3,1,1,2,3,0,0,1,0,0,7,31,118,53,383
611,Nondelay,0,2007-08-27 00:00:00,Bug,0,0,0,3,Major,1,0,1,0,1,0,0,1,0.5,0,5,96,196,283,103
612,Nondelay,0,2007-08-28 00:00:00,Bug,1,0,0,4,Major,5,0,1,2,0,0,0,1,0,1,7,90,57,277,103
613,medium,40,2007-08-28 00:00:00,Bug,83,0,0,33,Major,4,0,0,0,0,0,0,0,0.8095238095238095,0,1,19,78,286,96
614,Nondelay,0,2007-08-29 00:00:00,Bug,1,0,0,3,Minor,1,0,1,3,0,0,0,1,0,0,10,16,66,211,177
615,Nondelay,0,2007-08-29 00:00:00,Suggestion,235,0,0,0,,1,1,1,1,2,0,0,1,0,0,8,95,14,262,120
616,Nondelay,0,2007-08-29 00:00:00,Suggestion,10,0,0,0,,0,1,1,0,0,0,0,0,0.0967741935483871,0,2,100,82,268,352
617,Nondelay,0,2007-08-30 00:00:00,Suggestion,46,0,0,0,,0,1,1,1,0,0,0,1,0,0,10,16,171,230,235
618,high,77,2007-08-30 00:00:00,Suggestion,98,0,0,150,,4,1,1,1,1,0,0,0,0,1,2,33,135,298,378
619,Nondelay,0,2007-08-30 00:00:00,Suggestion,7,0,0,0,,1,1,1,2,0,0,0,0,0,0,7,86,57,277,351
620,Nondelay,0,2007-08-30 00:00:00,Bug,3,0,0,5,Critical,2,1,1,2,0,0,0,1,0,0,7,84,175,212,327
621,Nondelay,0,2007-08-30 00:00:00,Suggestion,45,0,0,0,,2,1,1,1,0,0,0,0,0,0,1,38,175,129,328
622,medium,23,2007-08-31 00:00:00,Suggestion,98,0,0,150,,18,1,1,1,4,0,0,1,0,0,5,95,14,170,353
623,Nondelay,0,2007-08-31 00:00:00,Bug,2,0,0,6,Major,2,0,1,1,0,0,0,0,0.09375,0,3,31,125,238,294
624,Nondelay,0,2007-08-31 00:00:00,Suggestion,7,0,0,0,,1,1,1,1,0,0,0,0,0,1,7,25,169,300,331
625,medium,40,2007-09-03 00:00:00,Improvement,80,0,0,34,Major,1,0,0,0,0,0,0,0,0.8181818181818182,0,4,92,107,151,358
626,medium,40,2007-09-04 00:00:00,Improvement,80,0,0,35,Major,1,0,0,0,0,0,0,0,0,0,4,94,196,131,343
627,medium,40,2007-09-04 00:00:00,Improvement,80,0,0,35,Major,0,0,1,0,0,0,0,0,0,0,9,70,188,231,315
628,medium,40,2007-09-04 00:00:00,Improvement,80,0,11,9,Major,1,0,1,0,0,0,0,0,0,0,6,4,171,231,397
629,Nondelay,0,2007-09-04 00:00:00,Suggestion,20,0,0,8,,6,1,1,1,0,0,0,1,0,1,1,38,108,141,232
630,Nondelay,0,2007-09-04 00:00:00,Bug,1,0,0,2,Minor,3,0,1,2,2,0,0,1,0,0,7,66,193,140,191
631,Nondelay,0,2007-09-04 00:00:00,Bug,68,0,0,0,Major,21,0,2,7,8,0,0,1,0,1,5,88,184,121,25
632,Nondelay,0,2007-09-04 00:00:00,Bug,6,0,0,3,Minor,1,0,1,2,1,0,0,0,0,0,2,31,118,53,383
633,Nondelay,0,2007-09-04 00:00:00,Bug,12,0,0,2,Major,0,0,1,1,0,0,0,1,0,0,8,97,194,249,376
634,Nondelay,0,2007-09-05 00:00:00,Bug,40,2,0,5,Critical,16,0,1,3,2,0,0,1,0,1,5,27,120,137,372
635,medium,40,2007-09-05 00:00:00,Improvement,79,0,10,10,Trivial,2,0,0,0,0,0,0,0,0.8260869565217391,0,4,98,121,275,293
636,medium,40,2007-09-05 00:00:00,Improvement,79,0,10,10,Major,0,0,1,0,0,0,0,1,0.4444444444444444,0,7,75,168,267,354
637,Nondelay,0,2007-09-06 00:00:00,Suggestion,1,0,0,0,,1,1,1,0,1,0,0,0,0,0,7,64,115,58,178
638,Nondelay,0,2007-09-06 00:00:00,Suggestion,3,0,0,0,,11,1,1,0,1,0,0,0,0,0,6,80,115,291,318
639,Nondelay,0,2007-09-06 00:00:00,Suggestion,0,0,0,0,,2,1,1,0,2,0,0,0,0,0,9,79,187,180,398
640,Nondelay,0,2007-09-06 00:00:00,Suggestion,0,0,0,0,,1,1,1,0,2,0,0,0,0,0,6,83,98,91,46
641,Nondelay,0,2007-09-07 00:00:00,Bug,0,0,0,4,Critical,1,1,1,2,0,0,0,1,0,0,5,35,184,261,319
642,Nondelay,0,2007-09-09 00:00:00,Suggestion,0,0,0,1,,2,1,1,0,4,0,0,0,0.25,0,9,93,135,254,270
643,Nondelay,0,2007-09-10 00:00:00,Bug,102,0,0,5,Critical,3,1,1,3,1,0,0,1,0,0,10,63,190,233,18
644,Nondelay,0,2007-09-10 00:00:00,Bug,151,0,0,5,Major,5,0,1,3,1,0,0,0,0,0,2,70,200,269,292
645,Nondelay,0,2007-09-10 00:00:00,Bug,1,0,0,0,Major,1,0,1,1,0,0,0,0,0.09090909090909091,0,8,27,61,298,176
646,low,1,2007-09-11 00:00:00,Suggestion,78,1,0,98,,30,2,1,5,5,0,0,2,0,0,1,53,157,8,340
647,Nondelay,0,2007-09-11 00:00:00,Suggestion,1,0,0,10,,1,1,1,1,0,0,0,0,0,1,4,44,153,148,133
648,Nondelay,0,2007-09-11 00:00:00,Bug,5,0,0,6,Major,3,0,1,2,0,0,0,1,0,0,6,96,152,199,24
649,Nondelay,0,2007-09-12 00:00:00,Bug,13,0,0,0,Critical,1,1,1,2,1,0,0,0,0.1,0,7,61,194,147,351
650,medium,40,2007-09-12 00:00:00,Improvement,76,0,0,37,Major,1,0,1,0,0,0,0,0,0.7916666666666666,0,8,25,169,292,195
651,medium,40,2007-09-13 00:00:00,Improvement,75,0,0,38,Major,1,0,1,0,0,0,0,0,0,0,10,90,128,72,241
652,medium,40,2007-09-13 00:00:00,Improvement,75,0,0,38,Major,3,0,1,0,0,0,0,0,0,0,2,98,36,177,375
653,Nondelay,0,2007-09-13 00:00:00,Bug,3,0,0,5,Critical,2,0,1,0,1,0,0,2,0.3333333333333333,1,9,81,129,126,99
654,Nondelay,0,2007-09-13 00:00:00,Suggestion,4,0,0,0,,1,1,1,1,4,0,0,0,0,0,5,6,191,197,349
655,Nondelay,0,2007-09-13 00:00:00,Suggestion,4,0,0,0,,0,1,1,1,0,0,0,0,0.3333333333333333,0,8,100,162,161,377
656,Nondelay,0,2007-09-14 00:00:00,Suggestion,7,0,0,1,,2,1,1,1,0,0,0,1,0,0,6,89,58,117,216
657,medium,40,2007-09-14 00:00:00,Improvement,75,0,8,12,Major,0,0,1,0,0,0,0,1,0.5,0,10,99,145,297,117
658,medium,40,2007-09-14 00:00:00,Improvement,75,0,0,40,Major,0,0,1,0,0,0,0,0,0,0,6,77,107,218,386
659,high,77,2007-09-14 00:00:00,Improvement,93,0,0,150,Major,1,0,1,2,0,0,0,0,0,0,2,67,162,210,377
660,medium,40,2007-09-14 00:00:00,Improvement,75,0,0,40,Major,1,0,1,0,0,0,0,0,0.8,0,4,98,117,287,370
661,medium,40,2007-09-14 00:00:00,Improvement,75,0,0,40,Minor,0,0,0,0,0,0,0,0,0.8,0,4,92,55,136,333
662,medium,40,2007-09-14 00:00:00,Improvement,75,0,8,12,Major,0,0,1,0,0,0,0,0,0.8,0,10,29,183,108,22
663,medium,40,2007-09-14 00:00:00,Improvement,75,0,8,12,Minor,0,0,1,0,0,0,0,0,0.8,0,9,62,197,300,386
664,medium,40,2007-09-14 00:00:00,Bug,75,0,0,40,Critical,1,0,1,0,0,0,0,0,0.8,0,7,81,52,11,255
665,medium,40,2007-09-14 00:00:00,Improvement,75,0,0,40,Major,0,0,1,0,0,0,0,0,0.8,0,9,94,187,200,165
666,Nondelay,0,2007-09-17 00:00:00,Bug,1,0,0,0,Major,2,0,1,0,0,0,0,1,0.08571428571428572,1,4,99,196,212,122
667,Nondelay,0,2007-09-17 00:00:00,Bug,1,0,0,6,Major,2,0,1,1,1,0,0,1,0.08571428571428572,2,7,63,111,237,157
668,Nondelay,0,2007-09-17 00:00:00,Suggestion,0,0,0,0,,1,1,1,0,0,0,0,1,0.08571428571428572,0,6,86,185,287,388
669,Nondelay,0,2007-09-17 00:00:00,Bug,0,0,0,0,Major,0,0,1,0,0,0,0,0,0.08571428571428572,0,6,98,43,146,398
670,low,6,2007-09-17 00:00:00,Bug,78,0,0,98,Major,2,0,1,5,0,0,0,1,0.3125,0,8,2,72,208,93
671,Nondelay,0,2007-09-17 00:00:00,Bug,9,0,0,4,Major,0,0,1,1,0,0,0,1,0.10526315789473684,0,5,95,33,269,39
672,Nondelay,0,2007-09-17 00:00:00,Bug,12,0,0,6,Minor,3,0,1,2,0,0,0,1,0.10526315789473684,0,9,76,20,172,390
673,medium,40,2007-09-18 00:00:00,Improvement,73,0,0,45,Major,0,0,0,0,0,0,0,0,0,0,10,100,31,222,93
674,high,112,2007-09-19 00:00:00,Suggestion,522,0,0,200,,0,1,1,1,1,0,0,0,0,0,9,47,190,34,336
675,Nondelay,0,2007-09-19 00:00:00,Suggestion,5,0,0,4,,1,1,1,1,0,0,0,0,0,0,7,31,118,53,383
676,Nondelay,0,2007-09-20 00:00:00,Suggestion,1,0,0,9,,3,1,1,2,0,0,0,1,0.375,0,10,42,200,122,49
677,low,1,2007-09-20 00:00:00,Task,1,0,0,98,Trivial,4,0,1,1,0,0,0,0,0,1,1,99,191,269,396
678,medium,40,2007-09-20 00:00:00,Improvement,72,0,0,46,Major,0,0,1,0,0,0,0,0,0.7741935483870968,0,4,41,188,264,394
679,Nondelay,0,2007-09-21 00:00:00,Bug,0,0,0,6,Trivial,0,0,1,0,1,0,0,1,0.20588235294117646,0,5,96,159,285,301
680,Nondelay,0,2007-09-21 00:00:00,Bug,0,0,0,6,Trivial,0,0,1,0,0,0,0,1,0.20588235294117646,0,5,36,23,253,371
681,Nondelay,0,2007-09-21 00:00:00,Bug,63,0,0,6,Minor,3,0,1,4,2,0,0,2,0.05263157894736842,1,7,76,120,253,372
682,low,6,2007-09-22 00:00:00,Bug,1,1,0,98,Major,9,0,1,4,0,0,0,1,0,1,10,82,59,154,125
683,medium,37,2007-09-24 00:00:00,Bug,57,0,0,150,Major,1,0,1,0,0,0,0,1,0,1,10,59,37,109,396
684,Nondelay,0,2007-09-24 00:00:00,Bug,0,0,0,2,Trivial,1,0,1,0,0,0,0,1,0.30303030303030304,0,9,84,198,200,295
685,Nondelay,0,2007-09-24 00:00:00,Bug,7,0,0,4,Major,2,0,1,0,1,0,0,0,0,0,8,30,147,155,299
686,Nondelay,0,2007-09-24 00:00:00,Bug,64,0,0,9,Major,3,0,1,1,1,0,0,2,0.09523809523809523,0,10,93,186,288,384
687,Nondelay,0,2007-09-24 00:00:00,Bug,72,0,0,0,Major,3,0,1,2,0,0,0,0,0.075,0,9,63,145,290,263
688,Nondelay,0,2007-09-24 00:00:00,Suggestion,193,0,0,0,,2,1,1,2,0,0,0,0,0.075,0,10,90,46,274,313
689,medium,40,2007-09-24 00:00:00,Bug,70,0,6,15,Major,1,0,1,0,0,0,0,1,0.5454545454545454,0,9,77,73,133,366
690,Nondelay,0,2007-09-25 00:00:00,Bug,1,0,0,0,Major,18,0,1,4,3,0,0,1,0,0,7,75,182,289,379
691,Nondelay,0,2007-09-26 00:00:00,Suggestion,1,0,0,0,,2,1,1,1,0,0,0,1,0,0,5,95,157,269,39
692,medium,40,2007-09-26 00:00:00,Improvement,69,0,0,47,Major,0,0,1,0,0,0,0,1,0.5833333333333334,0,8,97,122,247,268
693,medium,40,2007-09-27 00:00:00,Improvement,68,0,0,48,Major,0,0,1,0,0,0,0,0,0,0,10,4,146,263,337
694,medium,40,2007-09-27 00:00:00,Improvement,68,0,0,48,Major,1,0,1,0,0,0,0,0,0.78125,0,10,4,151,101,130
695,medium,40,2007-09-27 00:00:00,Improvement,68,0,0,48,Major,0,0,1,0,0,0,0,0,0,0,2,86,159,244,331
696,medium,40,2007-09-27 00:00:00,Improvement,68,0,0,48,Major,1,0,1,0,0,0,0,0,0,0,3,73,97,290,307
697,medium,40,2007-09-27 00:00:00,Improvement,68,0,0,48,Major,0,0,1,0,0,0,0,0,0,0,4,24,148,155,151
698,Nondelay,0,2007-09-27 00:00:00,Bug,0,0,0,6,Minor,12,0,1,4,0,0,0,1,0,0,8,48,183,84,99
699,Nondelay,0,2007-09-28 00:00:00,Bug,2,1,0,6,Minor,2,0,1,2,1,0,0,1,0,0,5,6,115,58,374
700,Nondelay,0,2007-09-28 00:00:00,Bug,0,0,0,7,Major,2,0,1,1,2,0,0,1,0,1,10,58,181,274,376
701,Nondelay,0,2007-09-28 00:00:00,Bug,306,0,0,2,Major,1,0,3,3,1,0,0,1,0,0,10,46,161,274,335
702,Nondelay,0,2007-10-02 00:00:00,Suggestion,9,0,0,0,,1,1,1,1,0,0,0,1,0,1,3,72,157,269,39
703,Nondelay,0,2007-10-02 00:00:00,Bug,0,0,0,2,Minor,2,0,1,2,1,0,0,1,0,0,6,28,47,41,35
704,Nondelay,0,2007-10-02 00:00:00,Suggestion,4,0,0,0,,4,1,1,1,2,0,0,0,0,0,7,31,118,53,383
705,medium,40,2007-10-02 00:00:00,Improvement,66,0,0,53,Major,0,0,1,0,0,0,0,1,0,0,2,77,116,270,394
706,medium,40,2007-10-02 00:00:00,Improvement,66,0,0,150,Major,0,0,1,0,0,0,0,0,0.7878787878787878,0,9,4,67,263,297
707,medium,40,2007-10-02 00:00:00,Improvement,66,0,0,150,Major,1,0,2,0,0,0,0,0,0.7878787878787878,0,4,95,67,254,297
708,medium,40,2007-10-02 00:00:00,Improvement,66,0,0,150,Major,0,0,2,0,0,0,0,0,0.7878787878787878,0,9,4,67,39,310
709,high,510,2007-10-02 00:00:00,Improvement,301,0,0,200,Major,1,0,0,1,0,0,0,0,0.7878787878787878,0,9,88,176,166,309
710,medium,40,2007-10-02 00:00:00,Improvement,66,0,0,53,Major,1,0,1,0,0,0,0,0,0.7878787878787878,0,10,29,183,195,329
711,medium,40,2007-10-02 00:00:00,Improvement,66,0,0,53,Major,0,0,1,0,0,0,0,0,0.7878787878787878,0,10,100,152,263,252
712,high,93,2007-10-02 00:00:00,Improvement,92,0,100,1,Major,1,0,1,5,0,0,0,0,0.7878787878787878,0,4,34,164,271,321
713,medium,40,2007-10-02 00:00:00,Improvement,66,0,0,53,Major,1,0,0,0,0,0,0,0,0,0,10,62,39,266,79
714,medium,40,2007-10-02 00:00:00,Improvement,66,0,0,53,Major,1,0,0,0,0,0,0,0,0,0,10,100,156,222,189
715,medium,40,2007-10-02 00:00:00,Improvement,66,0,0,53,Major,0,0,0,0,0,0,0,0,0.7878787878787878,0,7,79,61,293,331
716,medium,40,2007-10-02 00:00:00,Improvement,66,0,0,150,Major,2,0,0,0,0,0,0,0,0.7878787878787878,0,10,36,189,242,250
717,medium,40,2007-10-02 00:00:00,Improvement,66,0,0,150,Major,1,0,1,0,0,0,0,0,0.7878787878787878,0,6,93,192,276,357
718,medium,40,2007-10-02 00:00:00,Improvement,66,0,0,53,Major,1,0,1,0,0,0,0,1,0.5384615384615384,0,8,97,122,247,379
719,medium,40,2007-10-03 00:00:00,Improvement,65,0,0,3,Major,1,0,1,0,0,0,0,0,0,0,10,93,165,283,335
720,medium,40,2007-10-03 00:00:00,Improvement,65,0,0,3,Major,1,0,1,0,0,0,0,0,0,0,10,90,185,297,316
