#,impact,delaydays,openeddate,type,discussion,repetition,perofdelay,workload,priority,no_comment,no_priority_change,no_fixversion,no_fixversion_change,no_issuelink,no_blocking,no_blockedby,no_affectversion,reporterrep,no_des_change,topic_10,topic_100,topic_200,topic_300,topic_400
810,low,8,2006-09-14 00:00:00,NewFeature,0,1,57,7,Major,7,0,1,1,0,0,0,0,0,0,5,2,179,252,287
811,medium,14,2006-09-14 00:00:00,Improvement,83,0,0,0,Major,3,0,1,1,0,0,0,1,0,0,10,95,30,241,390
812,medium,14,2006-09-14 00:00:00,Improvement,83,0,0,0,Major,3,0,1,1,0,0,0,1,0,0,4,26,167,186,217
813,Nondelay,0,2006-09-14 00:00:00,Bug,0,0,0,0,Major,2,0,1,1,0,0,0,1,0,0,9,59,185,278,237
814,Nondelay,0,2006-09-14 00:00:00,Bug,0,0,0,0,Trivial,1,0,1,1,0,0,0,1,0,0,9,79,196,277,373
815,low,4,2006-09-15 00:00:00,Bug,30,2,80,5,Major,4,0,0,0,0,0,0,0,0.14285714285714285,0,6,14,160,217,274
816,Nondelay,0,2006-09-15 00:00:00,Improvement,11,1,100,1,Major,2,0,1,1,0,0,0,0,0.14285714285714285,0,2,66,187,297,80
817,Nondelay,0,2006-09-15 00:00:00,Improvement,7,0,80,5,Major,1,0,0,0,0,0,0,0,0.14285714285714285,1,9,56,192,292,394
818,Nondelay,0,2006-09-15 00:00:00,Improvement,10,1,100,1,Major,2,0,1,1,0,0,0,0,0.14285714285714285,0,10,77,181,219,321
819,low,5,2006-09-15 00:00:00,Bug,0,0,80,5,Major,2,0,1,1,0,0,0,0,0.14285714285714285,0,5,75,115,271,201
820,Nondelay,0,2006-09-15 00:00:00,Improvement,14,1,80,5,Major,2,0,1,1,0,0,0,0,0.14285714285714285,0,5,56,160,300,350
821,Nondelay,0,2006-09-15 00:00:00,Bug,5,1,80,5,Major,2,0,1,1,0,0,0,0,0.14285714285714285,0,9,88,100,286,272
822,Nondelay,0,2006-09-15 00:00:00,Improvement,7,1,80,5,Major,1,0,0,0,0,0,0,0,0.14285714285714285,0,9,94,142,227,345
823,low,9,2006-09-15 00:00:00,Bug,0,0,100,262,Major,7,0,1,0,0,0,0,1,0,0,2,90,132,37,219
824,Nondelay,0,2006-09-16 00:00:00,Bug,1,1,0,2,Major,1,0,1,1,0,0,0,1,0,0,4,88,157,224,391
825,Nondelay,0,2006-09-16 00:00:00,Bug,2,0,33,3,Major,2,0,1,1,0,0,0,1,0,0,7,96,173,224,233
826,high,503,2006-09-16 00:00:00,Bug,0,0,100,263,Major,2,0,1,2,1,0,0,1,0,0,7,72,197,231,364
827,low,9,2006-09-16 00:00:00,Bug,0,0,100,263,Major,1,0,1,0,0,0,0,1,0,0,7,92,147,248,346
828,medium,28,2006-09-18 00:00:00,Task,9,1,33,2,Major,1,0,1,1,0,0,0,0,0.75,0,5,86,87,168,323
829,low,9,2006-09-18 00:00:00,Improvement,0,0,100,265,Trivial,1,0,1,0,0,0,0,1,0,0,7,93,195,161,346
830,low,9,2006-09-18 00:00:00,Improvement,0,0,100,265,Trivial,2,0,0,0,0,0,0,0,0,0,10,70,175,250,338
831,low,9,2006-09-18 00:00:00,Improvement,0,0,100,265,Trivial,1,0,1,0,0,0,0,1,0,0,10,74,181,113,79
832,low,9,2006-09-18 00:00:00,Bug,0,0,100,265,Major,4,0,1,0,0,0,0,1,0.25806451612903225,0,1,71,182,68,344
833,Nondelay,0,2006-09-19 00:00:00,Bug,2,1,70,11,Major,1,0,0,0,0,0,0,1,0,0,9,99,185,108,398
834,low,9,2006-09-19 00:00:00,Bug,0,0,100,269,Major,6,0,1,0,0,0,0,1,0.25,0,7,29,132,278,288
835,low,9,2006-09-19 00:00:00,Bug,0,0,100,269,Major,3,0,1,0,0,0,0,1,0,0,9,87,198,265,295
836,low,9,2006-09-21 00:00:00,Bug,0,0,100,271,Major,7,0,0,0,0,0,0,1,0,0,7,98,190,238,174
837,low,9,2006-09-21 00:00:00,Improvement,0,0,100,271,Minor,4,0,1,0,0,0,0,1,0,0,7,1,189,258,363
838,low,9,2006-09-21 00:00:00,Improvement,0,0,100,271,Major,4,0,1,0,0,0,0,1,0,0,7,60,199,282,370
839,Nondelay,0,2006-09-22 00:00:00,Improvement,0,0,0,7,Major,12,0,1,4,6,0,0,2,0,0,9,63,152,274,322
840,Nondelay,0,2006-09-23 00:00:00,Bug,0,1,0,9,Major,1,0,2,1,0,0,0,0,0,0,6,96,124,203,327
841,low,9,2006-09-23 00:00:00,Bug,0,0,100,274,Major,1,0,1,0,0,0,0,1,0.9805825242718447,0,9,71,198,294,372
842,high,174,2006-09-24 00:00:00,SubTask,0,0,100,13,Major,1,0,1,0,2,0,0,1,0.5428571428571428,0,2,44,110,59,209
843,high,210,2006-09-24 00:00:00,SubTask,0,0,88,18,Major,0,0,1,0,1,0,0,1,0.5428571428571428,0,2,25,109,243,17
844,low,9,2006-09-25 00:00:00,Bug,0,0,100,275,Major,1,0,1,0,0,0,0,1,0.9807692307692307,0,8,90,117,157,222
845,low,6,2006-09-26 00:00:00,Bug,1,2,67,6,Major,2,0,1,1,0,0,0,0,0,0,5,62,181,280,351
846,Nondelay,0,2006-09-26 00:00:00,Bug,0,0,46,0,Major,1,0,1,0,0,0,0,1,0.8125,0,6,96,180,43,391
847,medium,29,2006-09-26 00:00:00,Improvement,83,0,57,0,Major,1,0,1,0,0,0,0,1,0.7142857142857143,0,10,97,85,265,36
848,medium,29,2006-09-26 00:00:00,Improvement,83,0,57,0,Minor,1,0,1,0,0,0,0,1,0.7142857142857143,0,8,68,146,14,280
849,Nondelay,0,2006-09-27 00:00:00,Bug,0,0,0,0,Minor,1,0,0,0,0,0,0,0,0,0,8,17,160,104,283
850,low,9,2006-09-27 00:00:00,Bug,0,0,100,276,Major,1,0,1,0,0,0,0,1,0.9809523809523809,0,9,45,23,276,373
851,high,191,2006-09-28 00:00:00,Test,0,0,50,2,Major,2,0,1,4,0,0,0,1,0.8,0,8,32,83,300,388
852,low,9,2006-09-28 00:00:00,Bug,0,0,100,277,Major,4,0,0,0,0,0,0,1,0,0,9,81,118,262,346
853,medium,14,2006-09-30 00:00:00,NewFeature,83,1,0,0,Minor,1,0,1,2,0,0,0,0,0,0,9,65,191,288,218
854,low,9,2006-10-01 00:00:00,Bug,0,0,100,278,Minor,2,0,0,0,0,0,0,1,0,0,9,99,29,256,193
855,low,9,2006-10-02 00:00:00,Bug,0,0,100,13,Major,2,0,1,0,0,0,0,1,0,0,6,71,89,159,345
856,low,8,2006-10-02 00:00:00,Bug,0,1,0,0,Major,4,0,0,0,0,0,0,0,0,0,10,5,82,180,359
857,Nondelay,0,2006-10-03 00:00:00,Bug,1,1,68,4,Major,2,0,1,1,0,0,0,1,0,0,9,52,193,289,361
858,Nondelay,0,2006-10-03 00:00:00,Bug,1,1,68,4,Major,2,0,1,1,0,0,0,1,0,0,9,45,192,81,186
859,Nondelay,0,2006-10-03 00:00:00,Bug,0,1,68,4,Major,2,0,1,1,0,0,0,1,0,0,9,80,157,207,256
860,Nondelay,0,2006-10-03 00:00:00,Bug,0,1,0,1,Minor,4,1,2,1,3,0,0,0,0,0,9,55,184,292,222
861,Nondelay,0,2006-10-03 00:00:00,Bug,0,1,0,1,Major,3,0,1,2,1,0,0,3,0,0,1,72,168,294,175
862,low,9,2006-10-04 00:00:00,Bug,0,0,100,279,Major,1,0,0,0,0,0,0,1,0,0,10,81,188,288,158
863,Nondelay,0,2006-10-04 00:00:00,Bug,0,1,62,7,Major,3,0,1,1,0,0,0,1,0,0,4,4,135,66,334
864,Nondelay,0,2006-10-04 00:00:00,Bug,0,0,62,7,Major,2,0,1,1,2,0,0,1,0,0,9,20,182,124,313
865,medium,17,2006-10-04 00:00:00,Bug,83,1,83,0,Major,3,0,2,1,0,0,0,3,0.7142857142857143,0,3,71,134,261,375
866,high,131,2006-10-04 00:00:00,Improvement,0,0,100,14,Blocker,6,0,0,0,0,0,0,1,0.24242424242424243,0,7,68,174,62,243
867,low,9,2006-10-05 00:00:00,Bug,0,0,100,280,Major,1,0,1,0,0,0,0,1,0.9811320754716981,0,7,96,157,218,348
868,low,9,2006-10-05 00:00:00,Bug,0,0,100,280,Minor,2,0,1,0,0,0,0,1,0,0,6,93,187,292,352
869,low,9,2006-10-09 00:00:00,Bug,0,0,100,282,Minor,1,0,0,0,0,0,0,1,0,0,9,5,194,277,280
870,Nondelay,0,2006-10-09 00:00:00,Bug,0,0,42,0,Major,1,0,1,0,0,0,0,1,0.8235294117647058,0,2,85,59,147,291
871,low,9,2006-10-11 00:00:00,Improvement,0,0,100,283,Minor,4,0,1,0,0,0,0,1,0,0,9,71,117,224,333
872,low,9,2006-10-11 00:00:00,Improvement,0,0,100,283,Major,1,0,1,0,0,0,0,1,0.9813084112149533,0,8,100,26,248,177
873,high,567,2006-10-11 00:00:00,Improvement,0,0,100,283,Major,6,0,1,1,4,0,0,1,0.9813084112149533,0,6,100,155,298,323
874,Nondelay,0,2006-10-11 00:00:00,Bug,0,1,0,1,Major,16,0,2,2,0,0,0,0,0,0,7,55,199,215,300
875,Nondelay,0,2006-10-11 00:00:00,Bug,0,1,0,10,Major,1,0,1,1,0,0,0,0,0,0,6,59,200,226,306
876,medium,16,2006-10-12 00:00:00,NewFeature,83,1,0,0,Major,4,0,1,5,0,0,0,0,0,1,1,100,81,247,88
877,low,3,2006-10-12 00:00:00,NewFeature,0,0,0,0,Minor,1,0,2,1,0,0,0,1,0,0,4,100,177,284,395
878,high,103,2006-10-13 00:00:00,Improvement,0,0,0,0,Blocker,4,1,1,1,0,0,0,1,0,0,2,41,73,156,141
879,Nondelay,0,2006-10-13 00:00:00,Bug,0,1,0,0,Major,5,0,0,0,1,0,0,1,0,0,10,94,139,272,250
880,low,9,2006-10-13 00:00:00,Bug,0,0,100,15,Major,0,0,1,0,0,0,0,1,0.2647058823529412,0,10,80,198,207,391
881,high,84,2006-10-17 00:00:00,NewFeature,0,1,0,0,Major,0,0,1,1,0,0,0,0,0,0,3,38,112,135,359
882,low,9,2006-10-17 00:00:00,Bug,0,0,100,16,Blocker,1,0,1,0,0,0,0,1,0,0,9,98,132,37,327
883,low,9,2006-10-19 00:00:00,NewFeature,0,0,100,286,Major,7,0,0,0,0,0,0,1,0,0,1,86,184,124,354
884,medium,14,2006-10-20 00:00:00,NewFeature,83,1,0,0,Major,1,0,1,0,0,0,0,0,0,0,3,88,149,271,301
885,Nondelay,0,2006-10-20 00:00:00,SubTask,0,1,0,3,Major,13,0,1,1,2,0,0,0,0,0,5,81,123,137,400
886,Nondelay,0,2006-10-23 00:00:00,Bug,0,0,40,0,Major,1,0,1,0,0,0,0,1,0.8333333333333334,0,7,79,96,212,230
887,Nondelay,0,2006-10-24 00:00:00,Bug,0,1,0,1,Minor,30,0,1,1,2,0,0,1,0,0,1,89,172,250,377
888,Nondelay,0,2006-10-25 00:00:00,Bug,0,0,0,4,Major,16,0,1,1,0,0,0,2,0,1,10,47,161,254,369
889,low,9,2006-10-25 00:00:00,Bug,0,0,100,17,Major,0,0,1,0,0,0,0,1,0.2857142857142857,0,6,29,132,296,205
890,low,9,2006-10-25 00:00:00,Bug,0,0,100,287,Major,0,0,1,0,0,0,0,1,0.981651376146789,0,6,59,187,284,365
891,Nondelay,0,2006-10-28 00:00:00,Bug,0,2,0,1,Minor,0,0,2,3,0,0,0,1,0,0,9,95,184,290,316
892,Nondelay,0,2006-10-30 00:00:00,Bug,0,1,100,1,Minor,1,0,1,1,0,0,0,0,0,0,2,50,113,276,398
893,Nondelay,0,2006-10-31 00:00:00,Improvement,0,1,50,0,Minor,2,1,1,1,0,0,0,0,0.5,0,9,95,78,170,358
894,Nondelay,0,2006-10-31 00:00:00,Improvement,0,1,50,2,Minor,1,0,1,0,0,0,0,1,0.5,0,7,79,178,64,304
895,Nondelay,0,2006-10-31 00:00:00,Bug,0,1,50,0,Major,1,0,1,0,0,0,0,0,0.5,0,4,82,183,255,173
896,Nondelay,0,2006-10-31 00:00:00,NewFeature,0,0,37,0,Minor,1,0,1,0,0,0,0,1,0.8421052631578947,0,5,2,179,252,382
897,Nondelay,0,2006-10-31 00:00:00,Bug,0,1,0,0,Major,1,0,0,0,0,0,0,0,0,0,10,96,181,42,394
898,Nondelay,0,2006-11-01 00:00:00,Improvement,1,0,0,1,Major,1,0,0,0,0,0,0,0,0.5,0,6,55,65,288,394
899,Nondelay,0,2006-11-02 00:00:00,Task,0,0,100,0,Major,1,0,1,0,0,0,0,1,0.75,0,7,68,165,270,339
900,Nondelay,0,2006-11-03 00:00:00,Bug,0,0,0,5,Minor,23,0,1,1,9,0,0,1,0,0,6,82,179,210,362
901,Nondelay,0,2006-11-06 00:00:00,Bug,0,0,0,0,Major,1,0,1,0,0,0,0,1,0,0,10,93,199,277,354
902,medium,50,2006-11-06 00:00:00,Bug,83,0,100,288,Minor,4,0,1,2,0,0,0,1,0,0,9,86,89,236,333
903,high,96,2006-11-08 00:00:00,Bug,0,0,100,289,Major,4,0,1,1,0,0,0,1,0.9818181818181818,0,2,92,171,237,352
904,low,9,2006-11-08 00:00:00,Improvement,0,0,100,289,Major,1,0,1,0,0,0,0,1,0.9818181818181818,0,5,89,99,162,382
905,medium,41,2006-11-09 00:00:00,Task,83,1,100,0,Minor,1,0,1,0,0,0,0,1,0,0,10,85,53,62,243
906,medium,50,2006-11-10 00:00:00,Improvement,83,1,100,291,Major,5,0,1,2,0,0,0,1,0,0,9,71,132,273,372
907,low,2,2006-11-13 00:00:00,Task,0,1,33,1,Minor,1,0,1,0,0,0,0,1,0.6666666666666666,0,3,88,195,245,280
908,Nondelay,0,2006-11-13 00:00:00,Improvement,0,1,100,0,Minor,20,0,1,1,5,0,0,1,0,0,4,82,62,258,356
909,high,1023,2006-11-14 00:00:00,NewFeature,0,0,100,1,Minor,1,1,0,0,0,0,0,1,0,0,4,18,199,228,398
910,low,9,2006-11-15 00:00:00,Improvement,0,1,100,292,Major,1,0,1,0,0,0,0,1,0,0,9,71,199,256,317
911,Nondelay,0,2006-11-15 00:00:00,Bug,0,0,0,0,Minor,2,0,1,1,0,0,0,0,0,0,10,70,187,253,284
912,Nondelay,0,2006-11-16 00:00:00,Improvement,0,0,0,7,Minor,2,0,1,1,0,0,0,1,0,0,8,85,172,250,182
913,Nondelay,0,2006-11-20 00:00:00,Bug,0,1,0,5,Major,25,1,2,9,0,0,0,1,0,0,1,64,41,285,337
914,low,2,2006-11-21 00:00:00,Bug,0,0,58,2,Major,2,0,1,1,1,0,0,0,0.8571428571428571,0,5,87,152,280,168
915,Nondelay,0,2006-11-21 00:00:00,Improvement,0,0,35,0,Minor,1,0,1,0,0,0,0,1,0.85,0,4,63,126,151,215
916,Nondelay,0,2006-11-22 00:00:00,SubTask,0,1,0,0,Major,0,0,1,3,0,0,0,1,0.5523255813953488,1,9,39,185,254,382
917,Nondelay,0,2006-11-22 00:00:00,SubTask,0,1,0,0,Major,1,0,1,3,0,0,0,1,0.5523255813953488,1,3,16,45,96,30
918,Nondelay,0,2006-11-22 00:00:00,SubTask,0,1,0,0,Major,1,0,1,3,0,0,0,1,0.5523255813953488,1,3,16,45,96,30
919,Nondelay,0,2006-11-29 00:00:00,Bug,0,2,0,1,Major,37,0,2,3,3,0,0,3,0,0,6,99,176,208,374
920,high,565,2006-12-01 00:00:00,Improvement,7,0,0,0,Minor,3,0,0,0,0,0,0,1,0,0,9,16,62,18,170
921,Nondelay,0,2006-12-04 00:00:00,Improvement,0,0,100,1,Minor,1,0,1,1,0,0,0,1,0.5,0,3,80,157,207,399
922,Nondelay,0,2006-12-05 00:00:00,NewFeature,0,1,0,0,Major,10,0,1,5,1,0,0,1,0,0,5,37,37,94,83
923,Nondelay,0,2006-12-07 00:00:00,Bug,0,1,0,8,Minor,7,0,1,1,1,0,0,2,0,0,2,89,75,141,259
924,medium,54,2006-12-08 00:00:00,Bug,83,0,0,0,Major,5,0,0,0,0,0,0,1,0.6666666666666666,0,3,66,163,208,337
925,medium,26,2006-12-09 00:00:00,Bug,83,0,0,0,Minor,2,0,1,0,0,0,0,1,0,0,6,8,95,199,251
926,medium,19,2006-12-11 00:00:00,Bug,83,0,0,0,Major,1,0,1,0,0,0,0,1,0,0,9,94,199,273,356
927,high,79,2006-12-11 00:00:00,Bug,0,0,0,0,Major,1,0,1,2,1,0,0,1,0,0,10,78,186,294,363
928,high,498,2006-12-20 00:00:00,Improvement,0,0,0,0,Minor,1,0,0,0,0,0,0,0,0,0,9,19,17,288,90
929,low,6,2006-12-20 00:00:00,Improvement,0,0,0,0,Minor,10,0,1,0,0,0,0,0,0,0,5,86,184,260,92
930,low,6,2006-12-20 00:00:00,Improvement,0,0,0,3,Minor,9,0,1,0,0,0,0,0,0,0,1,84,182,21,156
931,Nondelay,0,2006-12-23 00:00:00,Improvement,0,0,33,0,Minor,1,0,1,0,0,0,0,1,0.8571428571428571,0,6,26,198,169,273
932,Nondelay,0,2006-12-25 00:00:00,Bug,0,0,0,11,Major,3,0,1,1,1,0,0,1,0.4,0,6,93,185,254,389
933,high,112,2006-12-29 00:00:00,Task,0,0,100,1,Major,1,0,1,1,0,0,0,0,0.3333333333333333,0,1,13,191,295,204
934,Nondelay,0,2007-01-03 00:00:00,Bug,0,0,31,0,Major,1,0,1,0,0,0,0,1,0.8636363636363636,0,10,89,148,144,390
935,Nondelay,0,2007-01-04 00:00:00,Task,0,1,0,0,Major,2,0,1,1,0,0,0,0,0,0,7,20,5,204,320
936,low,2,2007-01-10 00:00:00,NewFeature,2188,3,0,0,Major,48,0,1,15,2,0,0,1,0,0,7,85,31,273,314
937,Nondelay,0,2007-01-10 00:00:00,NewFeature,0,0,0,0,Minor,1,0,0,0,0,0,0,0,0,0,6,82,34,205,391
938,medium,11,2007-01-10 00:00:00,Task,83,0,50,0,Minor,1,0,0,0,0,0,0,0,0.75,0,1,43,121,294,396
939,medium,30,2007-01-10 00:00:00,Task,83,1,0,0,Major,2,0,1,1,0,0,0,0,0,1,10,96,195,285,321
940,Nondelay,0,2007-01-12 00:00:00,Bug,0,0,0,9,Major,12,0,2,1,0,0,0,1,0,0,7,88,194,261,300
941,high,952,2007-01-16 00:00:00,Bug,0,1,0,0,Minor,1,1,1,1,0,0,0,0,0,0,10,93,154,169,308
942,Nondelay,0,2007-01-19 00:00:00,Task,0,0,86,14,Minor,14,0,1,1,0,0,0,0,0.5,0,5,92,112,285,375
943,Nondelay,0,2007-01-20 00:00:00,Improvement,0,2,85,0,Minor,3,0,2,1,1,0,0,1,0.75,0,10,22,72,288,165
944,medium,61,2007-01-22 00:00:00,Bug,83,3,0,2,Minor,6,1,2,1,0,0,0,4,0,0,6,95,198,287,378
945,high,275,2007-01-22 00:00:00,Improvement,0,0,0,13,Major,7,0,1,4,4,0,0,0,0,0,8,80,180,288,168
946,Nondelay,0,2007-01-24 00:00:00,Bug,0,0,0,0,Blocker,1,0,1,0,0,0,0,1,0,0,3,68,164,278,194
947,low,2,2007-02-01 00:00:00,Improvement,0,0,0,0,Major,0,0,0,0,0,0,0,0,0,0,3,49,120,293,175
948,Nondelay,0,2007-02-07 00:00:00,Bug,0,0,0,0,Critical,1,0,1,1,0,0,0,1,0,0,6,66,199,168,102
949,Nondelay,0,2007-02-08 00:00:00,Bug,0,0,100,1,Major,1,0,1,1,0,0,0,1,0,0,10,23,172,198,300
950,medium,21,2007-02-08 00:00:00,Bug,12,0,41,0,Major,2,0,1,0,0,0,0,1,0.625,0,3,70,199,299,358
951,high,474,2007-02-09 00:00:00,Improvement,0,0,0,1,Major,1,0,1,1,0,0,0,1,0,0,7,58,187,268,165
952,high,474,2007-02-09 00:00:00,Improvement,0,0,0,1,Major,1,0,1,1,0,0,0,1,0,0,3,59,194,226,247
953,Nondelay,0,2007-02-12 00:00:00,Bug,0,2,0,105,Major,8,0,1,1,0,0,0,1,0,0,1,93,138,211,14
954,medium,11,2007-02-12 00:00:00,SubTask,83,1,0,0,Major,31,0,1,1,1,0,0,0,0,0,6,99,96,229,374
955,medium,40,2007-02-14 00:00:00,Task,83,2,0,0,Trivial,3,0,1,3,0,0,0,1,0,0,7,100,167,212,292
956,Nondelay,0,2007-02-16 00:00:00,NewFeature,0,1,0,0,Minor,4,0,2,2,2,0,0,0,0,0,5,31,191,253,255
957,Nondelay,0,2007-02-17 00:00:00,Improvement,0,0,7,14,Minor,16,0,1,1,1,0,0,1,0,1,9,85,171,228,278
958,low,1,2007-02-19 00:00:00,Improvement,0,1,30,0,Trivial,3,0,1,0,0,0,0,1,0.8695652173913043,0,6,81,177,111,280
959,low,5,2007-02-20 00:00:00,Bug,0,0,66,0,Major,2,0,1,0,0,0,0,1,0.625,0,9,74,194,236,331
960,high,405,2007-02-20 00:00:00,NewFeature,0,1,0,1,Minor,5,0,0,0,0,0,0,1,0,0,10,95,141,132,384
961,low,2,2007-02-22 00:00:00,Improvement,0,0,70,1,Major,1,0,1,0,0,0,0,1,0.6111111111111112,0,9,100,194,289,340
962,high,656,2007-02-22 00:00:00,Improvement,0,0,50,2,Minor,2,0,1,1,0,0,0,1,0.5,0,2,89,75,153,388
963,Nondelay,0,2007-02-27 00:00:00,Bug,0,1,78,4,Blocker,6,0,2,1,1,0,0,6,0.875,0,8,90,194,251,134
964,low,4,2007-02-27 00:00:00,Bug,36,3,0,0,Major,43,0,0,2,1,0,0,0,0,0,7,76,198,242,105
965,low,6,2007-02-28 00:00:00,Improvement,0,0,33,2,Major,2,0,1,0,0,0,0,0,0.5,0,10,100,156,260,314
966,Nondelay,0,2007-02-28 00:00:00,Improvement,0,0,25,4,Major,1,0,1,1,1,0,0,1,0.5,0,9,91,200,246,250
967,Nondelay,0,2007-03-05 00:00:00,Improvement,0,1,0,109,Major,1,0,1,1,0,0,0,0,0,0,9,37,172,271,381
968,Nondelay,0,2007-03-06 00:00:00,Bug,0,0,33,0,Major,1,0,1,0,0,0,0,1,0.875,0,9,93,118,249,291
969,Nondelay,0,2007-03-07 00:00:00,Bug,0,0,31,0,Minor,1,0,1,0,0,0,0,1,0.88,0,7,99,177,204,344
970,medium,61,2007-03-08 00:00:00,Task,83,1,66,3,Minor,1,0,0,0,0,0,0,0,0.5,0,2,13,154,299,229
971,Nondelay,0,2007-03-08 00:00:00,SubTask,0,1,0,0,Minor,5,0,1,2,1,0,0,0,0,0,6,95,189,263,392
972,Nondelay,0,2007-03-09 00:00:00,SubTask,0,1,0,11,Major,5,0,1,1,0,0,0,0,0,0,1,81,123,223,66
973,high,310,2007-03-09 00:00:00,NewFeature,0,0,75,0,Major,1,0,0,0,0,0,0,1,0.8,0,6,78,117,247,326
974,Nondelay,0,2007-03-12 00:00:00,Task,0,1,33,3,Minor,15,0,1,1,5,0,0,1,0,0,10,75,121,185,363
975,Nondelay,0,2007-03-12 00:00:00,Improvement,375,3,0,1,Minor,12,0,2,3,2,0,0,1,0,1,8,40,177,187,372
976,Nondelay,0,2007-03-13 00:00:00,Bug,0,0,44,0,Major,7,1,1,3,0,0,0,1,0,0,8,65,36,175,217
977,low,1,2007-03-14 00:00:00,Task,0,1,100,1,Trivial,2,0,0,0,0,0,0,4,0.6666666666666666,0,7,14,140,292,292
978,Nondelay,0,2007-03-15 00:00:00,Improvement,0,0,75,4,Major,2,0,1,0,0,0,0,1,0.6,0,6,84,136,59,237
979,Nondelay,0,2007-03-15 00:00:00,Bug,0,0,42,1,Major,2,0,1,1,0,0,0,1,0.5789473684210527,0,10,58,194,268,340
980,low,1,2007-03-15 00:00:00,Bug,0,2,100,2,Critical,4,0,1,3,0,0,0,0,0.5,0,7,3,154,280,383
981,Nondelay,0,2007-03-17 00:00:00,Improvement,0,1,100,1,Major,1,0,2,2,0,0,0,2,0.75,0,7,70,174,47,384
982,Nondelay,0,2007-03-18 00:00:00,Improvement,0,3,0,2,Major,4,0,2,3,0,0,0,1,0,0,7,65,156,221,219
983,Nondelay,0,2007-03-20 00:00:00,Improvement,0,1,0,1,Critical,13,0,1,7,3,0,0,5,0,0,10,2,182,234,257
984,Nondelay,0,2007-03-21 00:00:00,Bug,0,1,0,0,Minor,1,0,2,1,0,0,0,2,0.5,0,9,91,181,41,355
985,Nondelay,0,2007-03-23 00:00:00,NewFeature,0,1,0,0,Critical,2,0,0,0,0,0,0,0,0.6666666666666666,0,10,34,176,232,294
986,low,6,2007-03-26 00:00:00,Improvement,2,1,0,0,Major,0,0,1,0,0,0,0,1,0,0,5,15,163,252,56
987,Nondelay,0,2007-04-02 00:00:00,Bug,0,1,0,12,Minor,7,0,1,1,2,0,0,1,0,0,6,95,196,272,133
988,Nondelay,0,2007-04-03 00:00:00,Bug,0,0,76,4,Blocker,1,0,1,0,0,0,0,0,0.8775510204081632,0,10,90,194,200,320
989,Nondelay,0,2007-04-04 00:00:00,Bug,5,1,0,0,Critical,12,0,0,0,0,0,0,0,0,0,3,14,168,256,364
990,medium,28,2007-04-04 00:00:00,Bug,83,1,100,1,Major,3,0,1,1,0,0,0,1,0.6666666666666666,0,7,81,194,296,376
991,high,741,2007-04-05 00:00:00,Task,0,1,0,0,Major,1,0,0,0,0,0,0,0,0,0,9,6,174,288,345
992,Nondelay,0,2007-04-06 00:00:00,Bug,0,1,0,0,Major,2,0,1,1,0,0,0,0,0,0,5,94,160,300,364
993,Nondelay,0,2007-04-11 00:00:00,Bug,0,1,0,11,Major,2,0,1,4,0,0,0,0,0,0,8,15,7,284,341
994,Nondelay,0,2007-04-17 00:00:00,Test,0,1,100,1,Major,1,0,1,2,0,0,0,1,0,0,10,78,200,287,396
995,high,354,2007-04-20 00:00:00,Improvement,0,2,100,1,Major,32,0,1,1,3,0,0,1,0.3333333333333333,0,6,98,99,298,129
996,Nondelay,0,2007-04-23 00:00:00,Bug,0,1,0,0,Minor,5,0,1,2,1,0,0,2,0,1,10,2,132,255,336
997,Nondelay,0,2007-04-25 00:00:00,Bug,1,1,0,0,Major,2,0,1,1,0,0,0,3,0,0,10,85,85,264,259
998,Nondelay,0,2007-04-26 00:00:00,Improvement,0,1,0,0,Major,2,0,0,0,0,0,0,0,0,0,10,78,174,237,340
999,Nondelay,0,2007-05-02 00:00:00,Bug,0,1,0,13,Minor,6,0,1,3,2,0,0,1,0,0,8,8,160,215,236
1000,medium,18,2007-05-06 00:00:00,Bug,83,0,0,0,Major,1,0,1,1,0,0,0,0,0.5,0,7,64,161,206,12
1001,high,322,2007-05-07 00:00:00,Bug,0,1,100,1,Minor,1,1,1,1,0,0,0,0,0,0,10,94,199,272,237
1002,high,324,2007-05-08 00:00:00,Bug,0,3,0,2,Major,4,0,2,5,2,0,0,1,0.5,0,9,78,178,267,357
1003,high,324,2007-05-08 00:00:00,Bug,0,3,0,2,Major,3,0,2,5,1,0,0,1,0.5,0,6,78,178,263,335
1004,Nondelay,0,2007-05-15 00:00:00,Bug,0,1,0,7,Major,5,0,1,4,0,0,0,0,0,0,2,37,91,60,400
1005,high,952,2007-05-16 00:00:00,NewFeature,0,1,100,2,Minor,1,1,1,1,1,0,0,0,0,0,5,2,126,228,378
1006,Nondelay,0,2007-05-17 00:00:00,Improvement,0,1,0,122,Minor,3,0,1,1,0,0,0,3,0,0,10,25,154,270,330
1007,Nondelay,0,2007-05-17 00:00:00,Bug,0,1,0,12,Trivial,2,0,2,1,0,0,0,2,0,0,10,90,167,153,373
1008,Nondelay,0,2007-05-24 00:00:00,Task,0,1,0,13,Major,2,0,1,1,0,0,0,0,0.3333333333333333,0,7,44,200,268,395
1009,Nondelay,0,2007-05-24 00:00:00,Bug,0,1,0,0,Major,6,0,1,1,0,0,0,2,0,1,10,70,185,202,358
1010,Nondelay,0,2007-05-29 00:00:00,Task,0,1,0,14,Major,4,0,1,1,0,0,0,0,0.25,0,5,93,147,87,311
